# Annotated with Bakta
# Software: v1.11.4
# Database: v6.0, light
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	tRNA	242613	242685	+	OBIBPL_00241	trnW	tRNA-Trp(cca)	SO:0000271
contig_1	cds	242708	242887	+	OBIBPL_00242		hypothetical protein	
contig_1	cds	242897	243454	+	OBIBPL_00243	nusG	Transcription termination/antitermination protein NusG	SO:0001217, UniRef:UniRef50_O83264
contig_1	cds	243561	244001	+	OBIBPL_00244		Large ribosomal subunit protein uL11	SO:0001217, UniRef:UniRef50_P10055
contig_1	cds	243998	244678	+	OBIBPL_00245		Large ribosomal subunit protein uL1	SO:0001217, UniRef:UniRef50_H7ENF2
contig_1	cds	244680	245222	+	OBIBPL_00246		Large ribosomal subunit protein uL10	SO:0001217, UniRef:UniRef50_S3L9G9
contig_1	cds	245331	245720	+	OBIBPL_00247		Large ribosomal subunit protein bL12	SO:0001217, UniRef:UniRef50_P29396
contig_1	cds	245984	249520	+	OBIBPL_00248		DNA-directed RNA polymerase subunit beta	SO:0001217, UniRef:UniRef50_A0A1V6BTB6
contig_1	cds	249533	253783	+	OBIBPL_00249		DNA-directed RNA polymerase subunit beta'	SO:0001217, UniRef:UniRef50_A0A098QS40
contig_1	cds	253886	254260	+	OBIBPL_00250		30S ribosomal protein S12	SO:0001217, UniRef:UniRef50_A0A962M7M0
contig_1	cds	254282	254752	+	OBIBPL_00251		Small ribosomal subunit protein uS7	SO:0001217, UniRef:UniRef50_P02359
contig_1	cds	254886	258209	+	OBIBPL_00252		Uncharacterized protein TP_0245	SO:0001217, UniRef:UniRef50_O83273
contig_1	cds	258196	260148	+	OBIBPL_00253		hypothetical protein	PFAM:PF00092.34
contig_1	cds	260241	261272	+	OBIBPL_00254		MurNAc-LAA domain-containing protein	SO:0001217, UniRef:UniRef50_M2AYA5
contig_1	cds	261269	261742	+	OBIBPL_00255		hypothetical protein	
contig_1	cds	261821	262873	+	OBIBPL_00256		Flagellar filament outer layer protein	SO:0001217, UniRef:UniRef50_P18193
contig_1	cds	262986	263273	+	OBIBPL_00257		Small ribosomal subunit protein bS20	SO:0001217, UniRef:UniRef50_B2S2J8
contig_1	cds	263305	263622	+	OBIBPL_00258		hypothetical protein	PFAM:PF00216.26, PFAM:PF18291.6
contig_1	cds	263612	265252	+	OBIBPL_00259		hypothetical protein	PFAM:PF20154.4
contig_1	cds	265243	265656	+	OBIBPL_00260		hypothetical protein	PFAM:PF04519.19
contig_1	cds	265893	267452	+	OBIBPL_00261		Transcription termination factor Rho	SO:0001217, UniRef:UniRef50_P33561
contig_1	cds	267571	267774	+	OBIBPL_00262		Large ribosomal subunit protein bL31	SO:0001217, UniRef:UniRef50_A0A239VDH6
contig_1	cds	267819	268469	+	OBIBPL_00263		hypothetical protein	
contig_1	cds	268566	269636	+	OBIBPL_00264		Glycerophosphodiester phosphodiesterase	SO:0001217, UniRef:UniRef50_O30405
contig_1	cds	269703	270413	-	OBIBPL_00265		DUF4034 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A7C6I9Q3
contig_1	cds	270492	271094	+	OBIBPL_00266	lysM	LysM domain protein	SO:0001217, UniRef:UniRef50_A0A0B7H2T3
contig_1	cds	271225	272505	-	OBIBPL_00267		hypothetical protein	PFAM:PF08239.17
contig_1	cds	272734	273729	+	OBIBPL_00268		Cyclic nucleotide-binding domain-containing protein	SO:0001217, UniRef:UniRef50_A0A2G6QNB0
contig_1	cds	273722	274381	+	OBIBPL_00269		Cyclic nucleotide-binding domain-containing protein	SO:0001217, UniRef:UniRef50_M2AWM9
contig_1	cds	274572	276179	+	OBIBPL_00270		Fibronectin type-III domain-containing protein	SO:0001217, UniRef:UniRef50_O83287
contig_1	cds	276184	276840	+	OBIBPL_00271		Deoxyribose-phosphate aldolase	SO:0001217, UniRef:UniRef50_O83288
contig_1	tmRNA	276900	277251	+	OBIBPL_00272	ssrA	transfer-messenger RNA, SsrA	SO:0000584
contig_1	cds	277272	278639	-	OBIBPL_00273		Amino acid ABC transporter, permease protein	SO:0001217, UniRef:UniRef50_A0A0H3BK28
contig_1	cds	278709	278798	+	OBIBPL_00274		hypothetical protein	
contig_1	cds	278744	278851	+	OBIBPL_00275		hypothetical protein	
contig_1	rRNA	278884	280432	+	OBIBPL_00276	rrs	16S ribosomal RNA	GO:0003735, GO:0005840, KEGG:K01977, RFAM:RF00177, SO:0001000
contig_1	tRNA	280545	280618	+	OBIBPL_00277	trnI	tRNA-Ile(gat)	SO:0000263
contig_1	rRNA	280728	283680	+	OBIBPL_00278	rrl	23S ribosomal RNA	GO:0003735, GO:0005840, KEGG:K01980, RFAM:RF02541, SO:0001001
contig_1	rRNA	283729	283839	+	OBIBPL_00279	rrf	5S ribosomal RNA	GO:0003735, GO:0005840, KEGG:K01985, RFAM:RF00001, SO:0000652
contig_1	cds	283897	284262	+	OBIBPL_00280		Polymer-forming cytoskeletal protein	SO:0001217, UniRef:UniRef50_O83291
contig_1	cds	284292	284912	+	OBIBPL_00281		Tetratricopeptide repeat protein	SO:0001217, UniRef:UniRef50_O83292
contig_1	cds	284922	286370	+	OBIBPL_00282		hypothetical protein	PFAM:PF04055.27
contig_1	cds	286354	287880	+	OBIBPL_00283		Polynucleotide adenylyltransferase	SO:0001217, UniRef:UniRef50_F7XS94
contig_1	cds	287877	288851	-	OBIBPL_00284	parB	putative chromosome-partitioning protein ParB	SO:0001217, UniRef:UniRef50_O83295
contig_1	cds	288838	289599	-	OBIBPL_00285		Sporulation initiation inhibitor protein Soj	SO:0001217, UniRef:UniRef50_A0A644W2Q4
contig_1	cds	289732	290523	+	OBIBPL_00286		hypothetical protein	
contig_1	cds	290561	291061	-	OBIBPL_00287		tRNA-specific adenosine deaminase	SO:0001217, UniRef:UniRef50_A0A1V6EKM2
contig_1	cds	291150	291899	-	OBIBPL_00288		WecB/TagA/CpsF family glycosyl transferase	SO:0001217, UniRef:UniRef50_S3L7J4
contig_1	cds	291878	292762	-	OBIBPL_00289		hypothetical protein	PFAM:PF04452.19, PFAM:PF20260.4
contig_1	cds	292932	294278	-	OBIBPL_00290		C-terminal processing peptidase	SO:0001217, UniRef:UniRef50_F7XSA0
contig_1	cds	294534	297182	+	OBIBPL_00291		Cytidylate kinase	SO:0001217, UniRef:UniRef50_S6A0W4
contig_1	cds	297445	298164	+	OBIBPL_00292		hypothetical protein	PFAM:PF07719.23, PFAM:PF13424.12, PFAM:PF13432.12
contig_1	cds	298261	298821	+	OBIBPL_00293		hypothetical protein	PFAM:PF01467.32
contig_1	cds	298926	300605	+	OBIBPL_00294		4Fe4S-binding SPASM domain-containing protein	SO:0001217, UniRef:UniRef50_F7XSA5
contig_1	cds	300568	301533	+	OBIBPL_00295		Glycosyltransferase	SO:0001217, UniRef:UniRef50_F7XSA6
contig_1	cds	301533	304106	+	OBIBPL_00296		hypothetical protein	PFAM:PF08241.18, PFAM:PF08242.18, PFAM:PF13489.12, PFAM:PF13649.12
contig_1	cds	304161	304994	+	OBIBPL_00297		hypothetical protein	PFAM:PF00702.32, PFAM:PF08282.18
contig_1	cds	305031	305912	+	OBIBPL_00298		FMN hydroxy acid dehydrogenase domain-containing protein	SO:0001217, UniRef:UniRef50_O83315
contig_1	cds	305939	307156	+	OBIBPL_00299		Outer membrane protein Tpn50	SO:0001217, UniRef:UniRef50_P38369
contig_1	cds	307322	308587	+	OBIBPL_00300		ribose-phosphate diphosphokinase	SO:0001217, UniRef:UniRef50_A0A1V6E9B6
contig_1	cds	308606	309850	+	OBIBPL_00301		Carhohydrate kinase (XylB)	SO:0001217, UniRef:UniRef50_O83318
contig_1	cds	309936	310571	+	OBIBPL_00302		hypothetical protein	PFAM:PF01121.26
contig_1	cds	310574	311347	+	OBIBPL_00303		hypothetical protein	PFAM:PF05036.18
contig_1	cds	311480	312511	+	OBIBPL_00304	rfuA	ABC transporter riboflavin-binding protein RfuA	SO:0001217, UniRef:UniRef50_Q56328
contig_1	cds	312511	314268	+	OBIBPL_00305	rfuB	putative riboflavin import ATP-binding protein RfuB	SO:0001217, UniRef:UniRef50_O83321
contig_1	cds	314265	315398	+	OBIBPL_00306		hypothetical protein	
contig_1	cds	315389	316330	+	OBIBPL_00307	rfuD	putative riboflavin import permease protein RfuD	SO:0001217, UniRef:UniRef50_O83324
contig_1	cds	316317	318263	-	OBIBPL_00308		hypothetical protein	PFAM:PF02518.31, PFAM:PF08676.16, PFAM:PF13589.12
contig_1	cds	318276	321203	-	OBIBPL_00309		Uncharacterized protein TP_0304	SO:0001217, UniRef:UniRef50_O83326
contig_1	cds	321274	323052	+	OBIBPL_00310		CTP synthase	SO:0001217, UniRef:UniRef50_O83327
contig_1	cds	323217	323831	+	OBIBPL_00311		Small ribosomal subunit protein uS4	SO:0001217, UniRef:UniRef50_Q73LC2
contig_1	cds	323917	324945	+	OBIBPL_00312		hypothetical protein	PFAM:PF03793.24
contig_1	cds	324920	325885	+	OBIBPL_00313		Amino acid ABC transporter, periplasmic binding protein (HisJ)	SO:0001217, UniRef:UniRef50_O83330
contig_1	cds	325951	326769	+	OBIBPL_00314		Solute-binding protein family 3/N-terminal domain-containing protein	SO:0001217, UniRef:UniRef50_A8QVU9
contig_1	cds	326792	327154	+	OBIBPL_00315		hypothetical protein	PFAM:PF00436.31
contig_1	cds	327227	328240	+	OBIBPL_00316		DUF368 domain-containing protein	SO:0001217, UniRef:UniRef50_O83334
contig_1	cds	328419	328715	-	OBIBPL_00317		hypothetical protein	
contig_1	cds	328858	330600	+	OBIBPL_00318		hypothetical protein	PFAM:PF02722.21
contig_1	cds	331116	331583	+	OBIBPL_00319		hypothetical protein	
contig_1	cds	331602	331748	+	OBIBPL_00320		hypothetical protein	
contig_1	cds	331824	333425	+	OBIBPL_00321		Ribose/galactose ABC transporter, ATP-binding protein (RbsA-2)	SO:0001217, UniRef:UniRef50_O83341
contig_1	cds	333422	334537	+	OBIBPL_00322		hypothetical protein	
contig_1	cds	334534	335484	+	OBIBPL_00323		hypothetical protein	
contig_1	cds	335588	339994	+	OBIBPL_00324		Hypothetical outer membrane protein	SO:0001217, UniRef:UniRef50_F7XSD9
contig_1	cds	340024	342510	+	OBIBPL_00325		Putative outer membrane protein assembly factor TP_0326	SO:0001217, UniRef:UniRef50_O83346
contig_1	cds	342567	343085	+	OBIBPL_00326		Outer membrane protein	SO:0001217, UniRef:UniRef50_S3L6C5
contig_1	cds	343141	345843	+	OBIBPL_00327	mutS	DNA mismatch repair protein MutS	SO:0001217, UniRef:UniRef50_P61672
contig_1	tRNA	347484	347566	-	OBIBPL_00328	trnL	tRNA-Leu(caa)	SO:0000264
contig_1	cds	347658	349454	-	OBIBPL_00329		Uncharacterized AAA domain-containing protein ycf46	SO:0001217, UniRef:UniRef50_A0A1V5TCF1
contig_1	tRNA	349519	349590	-	OBIBPL_00330	trnG	tRNA-Gly(tcc)	SO:0000260
contig_1	cds	349684	351150	-	OBIBPL_00331		6-phosphogluconate dehydrogenase, decarboxylating	SO:0001217, UniRef:UniRef50_O83351
contig_1	cds	351329	352021	+	OBIBPL_00332	lolA	Outer membrane lipoprotein carrier protein LolA	SO:0001217, UniRef:UniRef50_Q73JG8
contig_1	cds	352046	353263	+	OBIBPL_00333		HTH cro/C1-type domain-containing protein	SO:0001217, UniRef:UniRef50_S6A8A2
contig_1	cds	353260	353724	-	OBIBPL_00334		hypothetical protein	
contig_1	cds	353729	355342	+	OBIBPL_00335		DNA-T family bacterial competence-related DNA transformation transporter	SO:0001217, UniRef:UniRef50_F7XSE8
contig_1	cds	355323	356180	+	OBIBPL_00336		hypothetical protein	PFAM:PF00398.26
contig_1	cds	356198	356686	+	OBIBPL_00337		hypothetical protein	
contig_1	cds	356698	357693	+	OBIBPL_00338		Pseudouridine synthase	SO:0001217, UniRef:UniRef50_F7XSF1
contig_1	cds	357679	359151	-	OBIBPL_00339		tetrahydrofolate synthase	SO:0001217, UniRef:UniRef50_F7XSF2
contig_1	cds	359170	360615	+	OBIBPL_00340		UDP-N-acetylmuramate--L-alanine ligase	SO:0001217, UniRef:UniRef50_O83361
contig_1	cds	360736	361296	+	OBIBPL_00341		Cytidylate kinase	SO:0001217, UniRef:UniRef50_O83362
contig_1	cds	361290	362123	+	OBIBPL_00342		Adenine DNA glycosylase	SO:0001217, UniRef:UniRef50_F7XRC8
contig_1	cds	362128	365574	-	OBIBPL_00343		hypothetical protein	PFAM:PF00270.35, PFAM:PF00271.37, PFAM:PF02559.22, PFAM:PF03461.20, PFAM:PF17757.6
contig_1	cds	365703	366794	+	OBIBPL_00344		Phospho-N-acetylmuramoyl-pentapeptide-transferase	SO:0001217, UniRef:UniRef50_Q73KG9
contig_1	cds	366957	367652	+	OBIBPL_00345		Lipoprotein	SO:0001217, UniRef:UniRef50_O83366
contig_1	cds	367754	368464	+	OBIBPL_00346		hypothetical protein	PFAM:PF10895.14, SO:0001217, UniRef:UniRef50_O83367
contig_1	cds	368484	369599	-	OBIBPL_00347		hypothetical protein	SO:0001217, UniRef:UniRef50_F7XSG0
contig_1	cds	369578	370108	-	OBIBPL_00348		hypothetical protein	PFAM:PF00254.34
contig_1	cds	370321	371607	+	OBIBPL_00349		hypothetical protein	
contig_1	cds	371604	372494	+	OBIBPL_00350		Glutamate 5-kinase	SO:0001217, UniRef:UniRef50_P74936
contig_1	cds	372626	372883	+	OBIBPL_00351		Uncharacterized protein TP_0352	SO:0001217, UniRef:UniRef50_O83371
contig_1	cds	372880	373389	-	OBIBPL_00352		Ribonuclease H	SO:0001217, UniRef:UniRef50_O83372
contig_1	cds	373653	374279	+	OBIBPL_00353		hypothetical protein	PFAM:PF01712.25, PFAM:PF02223.23
contig_1	cds	374355	374645	+	OBIBPL_00354		hypothetical protein	
contig_1	cds	374881	375150	+	OBIBPL_00355		RRM domain-containing protein	SO:0001217, UniRef:UniRef50_S3L929
contig_1	cds	375176	375283	+	OBIBPL_00356		hypothetical protein	
contig_1	cds	375333	375992	+	OBIBPL_00357		hypothetical protein	PFAM:PF02237.23, PFAM:PF03099.24
contig_1	cds	375997	377577	-	OBIBPL_00358		hypothetical protein	PFAM:PF03065.20, PFAM:PF09210.16
contig_1	cds	377589	378224	-	OBIBPL_00359		hypothetical protein	
contig_1	cds	378441	378611	+	OBIBPL_00360		50S ribosomal protein L33	SO:0001217, UniRef:UniRef50_A0A5C1QF15
contig_1	cds	378608	379411	-	OBIBPL_00361		Acyltransferase	SO:0001217, UniRef:UniRef50_A0A0B7GW17
contig_1	cds	379532	379768	+	OBIBPL_00362		Large ribosomal subunit protein bL28	SO:0001217, UniRef:UniRef50_P96131
contig_1	cds	380266	382698	+	OBIBPL_00363	cheA	Chemotaxis protein CheA	SO:0001217, UniRef:UniRef50_P96123
contig_1	cds	382725	384059	+	OBIBPL_00364		hypothetical protein	PFAM:PF01584.24, PFAM:PF01739.24
contig_1	cds	384081	384545	+	OBIBPL_00365	cheX	CheY-P phosphatase CheX	SO:0001217, UniRef:UniRef50_A0A1V6BPW5
contig_1	cds	384558	384992	+	OBIBPL_00366		Response regulatory domain-containing protein	SO:0001217, UniRef:UniRef50_E0RT59
contig_1	cds	385296	388121	+	OBIBPL_00367		Chromosome partition protein Smc	SO:0001217, UniRef:UniRef50_O83382
contig_1	cds	388121	388456	+	OBIBPL_00368		hypothetical protein	
contig_1	cds	388453	389991	+	OBIBPL_00369		hypothetical protein	PFAM:PF13525.12
contig_1	cds	390059	390322	-	OBIBPL_00370		hypothetical protein	
contig_1	cds	390533	391369	+	OBIBPL_00371		4-diphosphocytidyl-2-C-methyl-D-erythritol kinase	SO:0001217, UniRef:UniRef50_O83386
contig_1	tRNA	391378	391450	+	OBIBPL_00372	trnQ	tRNA-Gln(ttg)	SO:0000261
contig_1	cds	392141	393574	+	OBIBPL_00373		tRNA(Ile)-lysidine synthase	SO:0001217, UniRef:UniRef50_O83388
contig_1	cds	393567	395885	+	OBIBPL_00374		Uncharacterized protein TP_0374	SO:0001217, UniRef:UniRef50_O83389
contig_1	cds	395926	396285	-	OBIBPL_00375		hypothetical protein	PFAM:PF13309.12
contig_1	cds	396569	397465	-	OBIBPL_00376		Uncharacterized protein TP_0376	SO:0001217, UniRef:UniRef50_O83391
contig_1	cds	397553	398047	+	OBIBPL_00377		hypothetical protein	
contig_1	cds	398122	400872	-	OBIBPL_00378	secA	Protein translocase subunit SecA	SO:0001217, UniRef:UniRef50_O07497
contig_1	cds	400976	402796	-	OBIBPL_00379		DNA 3'-5' helicase	SO:0001217, UniRef:UniRef50_Q73J55
contig_1	cds	402936	403652	-	OBIBPL_00380		Uncharacterized protein TP_0381	SO:0001217, UniRef:UniRef50_O83396
contig_1	cds	403882	404331	+	OBIBPL_00381	mraZ	Transcriptional regulator MraZ	SO:0001217, UniRef:UniRef50_O83398
contig_1	cds	404328	405467	+	OBIBPL_00382		Ribosomal RNA small subunit methyltransferase H	SO:0001217, UniRef:UniRef50_O83399
contig_1	cds	405480	405854	+	OBIBPL_00383		hypothetical protein	
contig_1	cds	405838	407217	+	OBIBPL_00384		UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase	SO:0001217, UniRef:UniRef50_O83401
contig_1	cds	407214	408368	+	OBIBPL_00385	ftsW	putative peptidoglycan glycosyltransferase FtsW	SO:0001217, UniRef:UniRef50_F7XSJ9
contig_1	cds	408346	409161	+	OBIBPL_00386		hypothetical protein	PFAM:PF08478.15
contig_1	cds	409174	410418	+	OBIBPL_00387	ftsA	Cell division protein FtsA	SO:0001217, UniRef:UniRef50_S6A1D9
contig_1	cds	410467	411720	+	OBIBPL_00388	ftsZ	Cell division protein FtsZ	SO:0001217, UniRef:UniRef50_O83405
contig_1	cds	411717	412637	+	OBIBPL_00389	xerD	Integrase/recombinase XerD	SO:0001217, UniRef:UniRef50_S6A4N6
contig_1	cds	412627	413379	+	OBIBPL_00390		hypothetical protein	PFAM:PF00515.34, PFAM:PF03704.23, PFAM:PF07719.23, PFAM:PF13174.12, PFAM:PF13176.12, PFAM:PF13181.12, PFAM:PF13414.12, PFAM:PF13424.12, PFAM:PF13428.12, PFAM:PF14559.12
contig_1	cds	413376	414284	+	OBIBPL_00391		SMF family protein	SO:0001217, UniRef:UniRef50_F7XSK5
contig_1	cds	414317	416512	+	OBIBPL_00392		DNA topoisomerase 1	SO:0001217, UniRef:UniRef50_O83409
contig_1	cds	416505	417398	+	OBIBPL_00393	xerC	Tyrosine recombinase XerC	SO:0001217, UniRef:UniRef50_Q73NE4
contig_1	cds	417546	417956	+	OBIBPL_00394		hypothetical protein	
contig_1	cds	417974	418429	+	OBIBPL_00395	flgC	Flagellar basal-body rod protein FlgC	SO:0001217, UniRef:UniRef50_Q73NE1
contig_1	cds	418485	418859	+	OBIBPL_00396	fliE	Flagellar hook-basal body complex protein FliE	SO:0001217, UniRef:UniRef50_O83413
contig_1	cds	418976	420679	+	OBIBPL_00397	fliF	FliF	SO:0001217, UniRef:UniRef50_O06680
contig_1	cds	420684	421742	+	OBIBPL_00398	fliG	Flagellar motor switch protein FliG	SO:0001217, UniRef:UniRef50_A0A514LEL7
contig_1	cds	421790	422719	+	OBIBPL_00399		hypothetical protein	
contig_1	cds	422747	424090	+	OBIBPL_00400		Flagellum-specific ATP synthase	SO:0001217, UniRef:UniRef50_P23445
contig_1	cds	424119	424571	+	OBIBPL_00401		hypothetical protein	PFAM:PF02050.21
contig_1	cds	424568	425101	-	OBIBPL_00402		hypothetical protein	
contig_1	cds	425323	425565	+	OBIBPL_00403		hypothetical protein	
contig_1	cds	425555	426544	+	OBIBPL_00404		Glutamate racemase	SO:0001217, UniRef:UniRef50_O83421
contig_1	cds	426672	427328	+	OBIBPL_00405		HAD family hydrolase	SO:0001217, UniRef:UniRef50_F7XSL9
contig_1	cds	427424	430678	+	OBIBPL_00406		hypothetical protein	SO:0001217, UniRef:UniRef50_F7XSM0
contig_1	cds	430796	431173	+	OBIBPL_00407		hypothetical protein	
contig_1	cds	431170	432921	+	OBIBPL_00408	secD	Protein translocase subunit SecD	SO:0001217, UniRef:UniRef50_O83425
contig_1	cds	432918	434180	+	OBIBPL_00409	secF	Protein translocase subunit SecF	SO:0001217, UniRef:UniRef50_O83426
contig_1	cds	434256	434561	-	OBIBPL_00410		hypothetical protein	
contig_1	cds	434580	436478	-	OBIBPL_00411		hypothetical protein	PFAM:PF02878.22, PFAM:PF02880.22
contig_1	cds	436536	437936	+	OBIBPL_00412		AGCS family alanine or glycine:sodium (Na+) or proton (H+) symporter	SO:0001217, UniRef:UniRef50_F7XSM5
contig_1	cds	437836	438417	-	OBIBPL_00413		hypothetical protein	
contig_1	cds	438398	439759	-	OBIBPL_00414		Signal recognition particle protein	SO:0001217, UniRef:UniRef50_A0A7X8CYC8
contig_1	cds	439752	441431	-	OBIBPL_00415		Apolipoprotein N-acyltransferase 2	SO:0001217, UniRef:UniRef50_O83432
contig_1	cds	441485	442651	+	OBIBPL_00416		Putative galactokinase	SO:0001217, UniRef:UniRef50_O83433
contig_1	cds	442648	443400	+	OBIBPL_00417		hypothetical protein	PFAM:PF01975.23
contig_1	cds	443585	445603	+	OBIBPL_00418	pknD	Serine/threonine-protein kinase PknD	SO:0001217, UniRef:UniRef50_A0A1V5TBT7
contig_1	cds	445644	446612	+	OBIBPL_00419		hypothetical protein	
contig_1	cds	446637	447443	+	OBIBPL_00420		hypothetical protein	
contig_1	cds	447569	448183	+	OBIBPL_00421		hypothetical protein	
contig_1	cds	448183	448728	+	OBIBPL_00422		hypothetical protein	
contig_1	cds	448725	450494	+	OBIBPL_00423		V-type ATP synthase alpha chain	SO:0001217, UniRef:UniRef50_Q6MAJ5
contig_1	cds	450498	451790	+	OBIBPL_00424		V-type ATP synthase beta chain	SO:0001217, UniRef:UniRef50_O51120
contig_1	cds	451802	452422	+	OBIBPL_00425		V-type ATP synthase subunit D 1	SO:0001217, UniRef:UniRef50_O83443
contig_1	cds	452419	454287	+	OBIBPL_00426		V-type ATP synthase subunit I 1	SO:0001217, UniRef:UniRef50_O83444
contig_1	cds	454324	454746	+	OBIBPL_00427		V-type ATPase, K subunit	SO:0001217, UniRef:UniRef50_Q73M31
contig_1	cds	454780	455601	+	OBIBPL_00428		Type III pantothenate kinase	SO:0001217, UniRef:UniRef50_O83446
contig_1	cds	455662	456195	+	OBIBPL_00429		hypothetical protein	
contig_1	cds	456250	458409	+	OBIBPL_00430		Acidic repeat protein	SO:0001217, UniRef:UniRef50_E5FNP1
contig_1	cds	458507	458977	-	OBIBPL_00431		17 kDa lipoprotein	SO:0001217, UniRef:UniRef50_P29722
contig_1	cds	459109	460191	-	OBIBPL_00432	nrnA	Bifunctional oligoribonuclease and PAP phosphatase NrnA	SO:0001217, UniRef:UniRef50_A0A1V5T6X9
contig_1	cds	460157	460621	-	OBIBPL_00433		Uncharacterized protein TP_0437	SO:0001217, UniRef:UniRef50_O83451
contig_1	cds	460762	461526	+	OBIBPL_00434		dITP/XTP pyrophosphatase	SO:0001217, UniRef:UniRef50_O83452
contig_1	cds	461652	462125	+	OBIBPL_00435		CheW-like domain-containing protein	SO:0001217, UniRef:UniRef50_M2BJ49
contig_1	cds	462215	463366	+	OBIBPL_00436		hypothetical protein	PFAM:PF01041.23
contig_1	cds	463420	464280	+	OBIBPL_00437		hypothetical protein	PFAM:PF01513.26, PFAM:PF20143.4
contig_1	cds	464273	465994	+	OBIBPL_00438	recN	DNA repair protein RecN	SO:0001217, UniRef:UniRef50_O83456
contig_1	cds	465987	466790	+	OBIBPL_00439		Haloacid dehalogenase	SO:0001217, UniRef:UniRef50_Q73N56
contig_1	cds	466796	467824	+	OBIBPL_00440		hypothetical protein	PFAM:PF01476.26, PFAM:PF01551.29, PFAM:PF23473.1
contig_1	cds	467960	468589	+	OBIBPL_00441		hypothetical protein	PFAM:PF01965.30
contig_1	cds	468586	469845	+	OBIBPL_00442		4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin)	SO:0001217, UniRef:UniRef50_Q73N90
contig_1	cds	469842	470966	+	OBIBPL_00443		Uncharacterized protein TP_0447	SO:0001217, UniRef:UniRef50_O83461
contig_1	cds	471024	472106	+	OBIBPL_00444		Putative uracil phosphoribosyltransferase	SO:0001217, UniRef:UniRef50_O83462
contig_1	cds	472110	472700	+	OBIBPL_00445		hypothetical protein	PFAM:PF12895.13, PFAM:PF13428.12, PFAM:PF14559.12
contig_1	cds	472792	474888	+	OBIBPL_00446		Elongation factor G 2	SO:0001217, UniRef:UniRef50_O83464
contig_1	cds	475338	478613	+	OBIBPL_00447		Isoleucine--tRNA ligase	SO:0001217, UniRef:UniRef50_O83466
contig_1	cds	478657	479463	+	OBIBPL_00448		Outer membrane protein TP0453	SO:0001217, UniRef:UniRef50_O67998
contig_1	cds	479479	479829	+	OBIBPL_00449		hypothetical protein	PFAM:PF13248.11
contig_1	cds	479813	480499	-	OBIBPL_00450		hypothetical protein	
contig_1	cds	480499	481473	-	OBIBPL_00451		DUF4139 domain-containing protein	SO:0001217, UniRef:UniRef50_Q73NR3
contig_1	cds	481560	482876	-	OBIBPL_00452		hypothetical protein	
contig_1	cds	483028	484725	+	OBIBPL_00453		hypothetical protein	SO:0001217, UniRef:UniRef50_O83470
contig_1	cds	484816	485394	+	OBIBPL_00454	scpB	SMC-Scp complex subunit ScpB	SO:0001217, UniRef:UniRef50_O83471
contig_1	cds	485357	486208	+	OBIBPL_00455	rsuA	RsuA family pseudouridine synthase	SO:0001217, UniRef:UniRef50_F7XSR8
contig_1	cds	486338	486958	+	OBIBPL_00456		hypothetical protein	PFAM:PF00515.34, PFAM:PF07719.23, PFAM:PF13181.12, PFAM:PF13414.12, PFAM:PF13424.12, PFAM:PF13428.12, PFAM:PF13431.12, PFAM:PF13432.12, PFAM:PF14559.12, PFAM:PF23914.1
contig_1	cds	487019	487375	+	OBIBPL_00457		hypothetical protein	PFAM:PF01381.28
contig_1	cds	487427	488695	+	OBIBPL_00458		Uncharacterized lipoprotein TP_0462/TP_0463	SO:0001217, UniRef:UniRef50_O83475
contig_1	cds	488754	489506	-	OBIBPL_00459		tRNA (guanine-N(7)-)-methyltransferase	SO:0001217, UniRef:UniRef50_O83477
contig_1	cds	489503	490300	-	OBIBPL_00460		hypothetical protein	
contig_1	cds	490305	491375	-	OBIBPL_00461		hypothetical protein	
contig_1	cds	491683	493635	-	OBIBPL_00462		hypothetical protein	PFAM:PF00515.34, PFAM:PF07719.23, PFAM:PF12895.13, PFAM:PF13176.12, PFAM:PF13181.12, PFAM:PF13414.12, PFAM:PF13424.12, PFAM:PF13428.12, PFAM:PF13431.12, PFAM:PF13432.12, PFAM:PF14559.12, SO:0001217, UniRef:UniRef50_F7XSS5
contig_1	cds	493628	494785	-	OBIBPL_00463		hypothetical protein	PFAM:PF00515.34, PFAM:PF07719.23, PFAM:PF12895.13, PFAM:PF13181.12, PFAM:PF13414.12, PFAM:PF13431.12, PFAM:PF13432.12, PFAM:PF14559.12
contig_1	cds	494813	496186	+	OBIBPL_00464		Restriction endonuclease type IV Mrr domain-containing protein	SO:0001217, UniRef:UniRef50_O83484
contig_1	cds	496199	498274	-	OBIBPL_00465		UvrABC system protein C	SO:0001217, UniRef:UniRef50_O83485
contig_1	cds	498349	498975	-	OBIBPL_00466		hypothetical protein	
contig_1	cds	499058	499795	-	OBIBPL_00467		putative transcriptional regulatory protein DET0444	SO:0001217, UniRef:UniRef50_Q3Z9B1
contig_1	cds	499936	501543	-	OBIBPL_00468		Glucose-6-phosphate isomerase	SO:0001217, UniRef:UniRef50_O83488
contig_1	cds	501607	502953	-	OBIBPL_00469		Acetate kinase	SO:0001217, UniRef:UniRef50_A0A0S7Y554
