# Annotated with Bakta
# Software: v1.11.4
# Database: v6.0, light
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	cds	241078	241635	+	LIHGCB_00241	nusG	Transcription termination/antitermination protein NusG	SO:0001217, UniRef:UniRef50_O83264
contig_1	cds	241742	242182	+	LIHGCB_00242		Large ribosomal subunit protein uL11	SO:0001217, UniRef:UniRef50_P10055
contig_1	cds	242179	242859	+	LIHGCB_00243		Large ribosomal subunit protein uL1	SO:0001217, UniRef:UniRef50_H7ENF2
contig_1	cds	242861	243403	+	LIHGCB_00244		Large ribosomal subunit protein uL10	SO:0001217, UniRef:UniRef50_S3L9G9
contig_1	cds	243512	243901	+	LIHGCB_00245		Large ribosomal subunit protein bL12	SO:0001217, UniRef:UniRef50_Q8VVE2
contig_1	cds	244165	247701	+	LIHGCB_00246		DNA-directed RNA polymerase subunit beta	SO:0001217, UniRef:UniRef50_A0A1V6BTB6
contig_1	cds	247714	251964	+	LIHGCB_00247		DNA-directed RNA polymerase subunit beta'	SO:0001217, UniRef:UniRef50_A0A098QS40
contig_1	cds	252067	252441	+	LIHGCB_00248		30S ribosomal protein S12	SO:0001217, UniRef:UniRef50_A0A962M7M0
contig_1	cds	252463	252933	+	LIHGCB_00249		Small ribosomal subunit protein uS7	SO:0001217, UniRef:UniRef50_P02359
contig_1	cds	253067	256390	+	LIHGCB_00250		Uncharacterized protein TP_0245	SO:0001217, UniRef:UniRef50_O83273
contig_1	cds	256377	258329	+	LIHGCB_00251		hypothetical protein	PFAM:PF00092.34
contig_1	cds	258422	259453	+	LIHGCB_00252		MurNAc-LAA domain-containing protein	SO:0001217, UniRef:UniRef50_M2AYA5
contig_1	cds	259450	259923	+	LIHGCB_00253		hypothetical protein	
contig_1	cds	260002	261054	+	LIHGCB_00254		Flagellar filament outer layer protein	SO:0001217, UniRef:UniRef50_P18193
contig_1	cds	261167	261454	+	LIHGCB_00255		Small ribosomal subunit protein bS20	SO:0001217, UniRef:UniRef50_B2S2J8
contig_1	cds	261486	261803	+	LIHGCB_00256		hypothetical protein	PFAM:PF00216.26, PFAM:PF18291.6
contig_1	cds	261793	263433	+	LIHGCB_00257		hypothetical protein	PFAM:PF20154.4
contig_1	cds	263424	263837	+	LIHGCB_00258		hypothetical protein	PFAM:PF04519.19
contig_1	cds	264074	265633	+	LIHGCB_00259		Transcription termination factor Rho	SO:0001217, UniRef:UniRef50_P33561
contig_1	cds	265752	265955	+	LIHGCB_00260		Large ribosomal subunit protein bL31	SO:0001217, UniRef:UniRef50_A0A239VDH6
contig_1	cds	266000	266650	+	LIHGCB_00261		hypothetical protein	
contig_1	cds	266747	267817	+	LIHGCB_00262		Glycerophosphodiester phosphodiesterase	SO:0001217, UniRef:UniRef50_O30405
contig_1	cds	267884	268594	-	LIHGCB_00263		DUF4034 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A7C6I9Q3
contig_1	cds	268673	269275	+	LIHGCB_00264	lysM	LysM domain protein	SO:0001217, UniRef:UniRef50_A0A0B7H2T3
contig_1	cds	269406	270686	-	LIHGCB_00265		hypothetical protein	PFAM:PF08239.17
contig_1	cds	270915	271910	+	LIHGCB_00266		Cyclic nucleotide-binding domain-containing protein	SO:0001217, UniRef:UniRef50_A0A2G6QNB0
contig_1	cds	271903	272562	+	LIHGCB_00267		Cyclic nucleotide-binding domain-containing protein	SO:0001217, UniRef:UniRef50_M2AWM9
contig_1	cds	272753	274360	+	LIHGCB_00268		Fibronectin type-III domain-containing protein	SO:0001217, UniRef:UniRef50_O83287
contig_1	cds	274365	275021	+	LIHGCB_00269		Deoxyribose-phosphate aldolase	SO:0001217, UniRef:UniRef50_O83288
contig_1	tmRNA	275081	275432	+	LIHGCB_00270	ssrA	transfer-messenger RNA, SsrA	SO:0000584
contig_1	cds	275453	276820	-	LIHGCB_00271		Amino acid ABC transporter, permease protein	SO:0001217, UniRef:UniRef50_A0A0H3BK28
contig_1	cds	276890	276979	+	LIHGCB_00272		hypothetical protein	
contig_1	cds	276925	277032	+	LIHGCB_00273		hypothetical protein	
contig_1	rRNA	277065	278613	+	LIHGCB_00274	rrs	16S ribosomal RNA	GO:0003735, GO:0005840, KEGG:K01977, RFAM:RF00177, SO:0001000
contig_1	tRNA	278725	278798	+	LIHGCB_00275	trnA	tRNA-Ala(tgc)	SO:0000254
contig_1	rRNA	278919	281871	+	LIHGCB_00276	rrl	23S ribosomal RNA	GO:0003735, GO:0005840, KEGG:K01980, RFAM:RF02541, SO:0001001
contig_1	rRNA	281920	282030	+	LIHGCB_00277	rrf	5S ribosomal RNA	GO:0003735, GO:0005840, KEGG:K01985, RFAM:RF00001, SO:0000652
contig_1	cds	282088	282453	+	LIHGCB_00278		Polymer-forming cytoskeletal protein	SO:0001217, UniRef:UniRef50_O83291
contig_1	cds	282483	283103	+	LIHGCB_00279		Tetratricopeptide repeat protein	SO:0001217, UniRef:UniRef50_O83292
contig_1	cds	283113	284561	+	LIHGCB_00280		hypothetical protein	PFAM:PF04055.27
contig_1	cds	284545	286071	+	LIHGCB_00281		Polynucleotide adenylyltransferase	SO:0001217, UniRef:UniRef50_F7XS94
contig_1	cds	286068	287042	-	LIHGCB_00282	parB	putative chromosome-partitioning protein ParB	SO:0001217, UniRef:UniRef50_O83295
contig_1	cds	287029	287790	-	LIHGCB_00283		Sporulation initiation inhibitor protein Soj	SO:0001217, UniRef:UniRef50_A0A644W2Q4
contig_1	cds	287923	288714	+	LIHGCB_00284		hypothetical protein	
contig_1	cds	288752	289252	-	LIHGCB_00285		tRNA-specific adenosine deaminase	SO:0001217, UniRef:UniRef50_A0A1V6EKM2
contig_1	cds	289341	290090	-	LIHGCB_00286		WecB/TagA/CpsF family glycosyl transferase	SO:0001217, UniRef:UniRef50_S3L7J4
contig_1	cds	290069	290953	-	LIHGCB_00287		hypothetical protein	PFAM:PF04452.19, PFAM:PF20260.4
contig_1	cds	291123	292469	-	LIHGCB_00288		C-terminal processing peptidase	SO:0001217, UniRef:UniRef50_F7XSA0
contig_1	cds	292876	295374	+	LIHGCB_00289		Cytidylate kinase	SO:0001217, UniRef:UniRef50_S6A0W4
contig_1	cds	295637	296356	+	LIHGCB_00290		hypothetical protein	PFAM:PF07719.23, PFAM:PF13424.12, PFAM:PF13432.12
contig_1	cds	296453	297013	+	LIHGCB_00291		hypothetical protein	PFAM:PF01467.32
contig_1	cds	297118	298797	+	LIHGCB_00292		4Fe4S-binding SPASM domain-containing protein	SO:0001217, UniRef:UniRef50_F7XSA5
contig_1	cds	298760	299725	+	LIHGCB_00293		Glycosyltransferase	SO:0001217, UniRef:UniRef50_F7XSA6
contig_1	cds	299725	302298	+	LIHGCB_00294		hypothetical protein	PFAM:PF08241.18, PFAM:PF08242.18, PFAM:PF13489.12, PFAM:PF13649.12
contig_1	cds	302353	303186	+	LIHGCB_00295		hypothetical protein	PFAM:PF00702.32, PFAM:PF08282.18
contig_1	cds	303223	304104	+	LIHGCB_00296		FMN hydroxy acid dehydrogenase domain-containing protein	SO:0001217, UniRef:UniRef50_O83315
contig_1	cds	304131	305348	+	LIHGCB_00297		Outer membrane protein Tpn50	SO:0001217, UniRef:UniRef50_P38369
contig_1	cds	305514	306779	+	LIHGCB_00298		ribose-phosphate diphosphokinase	SO:0001217, UniRef:UniRef50_A0A1V6E9B6
contig_1	cds	306798	308042	+	LIHGCB_00299		Carhohydrate kinase (XylB)	SO:0001217, UniRef:UniRef50_O83318
contig_1	cds	308128	308763	+	LIHGCB_00300		hypothetical protein	PFAM:PF01121.26
contig_1	cds	308766	309539	+	LIHGCB_00301		hypothetical protein	PFAM:PF05036.18
contig_1	cds	309672	310703	+	LIHGCB_00302	rfuA	ABC transporter riboflavin-binding protein RfuA	SO:0001217, UniRef:UniRef50_Q56328
contig_1	cds	310703	312460	+	LIHGCB_00303	rfuB	putative riboflavin import ATP-binding protein RfuB	SO:0001217, UniRef:UniRef50_O83321
contig_1	cds	312457	313590	+	LIHGCB_00304		hypothetical protein	
contig_1	cds	313581	314522	+	LIHGCB_00305	rfuD	putative riboflavin import permease protein RfuD	SO:0001217, UniRef:UniRef50_O83324
contig_1	cds	314509	316455	-	LIHGCB_00306		hypothetical protein	PFAM:PF02518.31, PFAM:PF08676.16, PFAM:PF13589.12
contig_1	cds	316468	319395	-	LIHGCB_00307		Uncharacterized protein TP_0304	SO:0001217, UniRef:UniRef50_O83326
contig_1	cds	319466	321244	+	LIHGCB_00308		CTP synthase	SO:0001217, UniRef:UniRef50_O83327
contig_1	cds	321409	322023	+	LIHGCB_00309		Small ribosomal subunit protein uS4	SO:0001217, UniRef:UniRef50_Q73LC2
contig_1	cds	322109	323137	+	LIHGCB_00310		hypothetical protein	PFAM:PF03793.24
contig_1	cds	323112	324077	+	LIHGCB_00311		Amino acid ABC transporter, periplasmic binding protein (HisJ)	SO:0001217, UniRef:UniRef50_O83330
contig_1	cds	324143	324361	+	LIHGCB_00312		hypothetical protein	
contig_1	cds	324375	324959	+	LIHGCB_00313		hypothetical protein	PFAM:PF00497.25
contig_1	cds	324982	325344	+	LIHGCB_00314		hypothetical protein	PFAM:PF00436.31
contig_1	cds	325417	326430	+	LIHGCB_00315		DUF368 domain-containing protein	SO:0001217, UniRef:UniRef50_O83334
contig_1	cds	326609	326905	-	LIHGCB_00316		hypothetical protein	
contig_1	cds	327048	328790	+	LIHGCB_00317		hypothetical protein	PFAM:PF02722.21
contig_1	cds	328849	329121	-	LIHGCB_00318		hypothetical protein	PFAM:PF10895.14
contig_1	cds	329210	329554	-	LIHGCB_00319		Uncharacterized protein TP_0618	SO:0001217, UniRef:UniRef50_O83627
contig_1	cds	329624	330928	-	LIHGCB_00320		hypothetical protein	PFAM:PF02722.21
contig_1	cds	331101	331397	+	LIHGCB_00321		hypothetical protein	
contig_1	cds	331645	332706	+	LIHGCB_00322	tmpC	Membrane lipoprotein TmpC	SO:0001217, UniRef:UniRef50_P29724
contig_1	cds	332947	334548	+	LIHGCB_00323		Ribose/galactose ABC transporter, ATP-binding protein (RbsA-2)	SO:0001217, UniRef:UniRef50_O83341
contig_1	cds	334545	335660	+	LIHGCB_00324		hypothetical protein	
contig_1	cds	335657	336607	+	LIHGCB_00325		hypothetical protein	
contig_1	cds	336711	341117	+	LIHGCB_00326		Hypothetical outer membrane protein	SO:0001217, UniRef:UniRef50_F7XSD9
contig_1	cds	341147	343630	+	LIHGCB_00327		Putative outer membrane protein assembly factor TP_0326	SO:0001217, UniRef:UniRef50_O83346
contig_1	cds	343687	344205	+	LIHGCB_00328		Outer membrane protein	SO:0001217, UniRef:UniRef50_S3L6C5
contig_1	cds	344261	346963	+	LIHGCB_00329	mutS	DNA mismatch repair protein MutS	SO:0001217, UniRef:UniRef50_P61672
contig_1	tRNA	348604	348686	-	LIHGCB_00330	trnL	tRNA-Leu(caa)	SO:0000264
contig_1	cds	348778	350574	-	LIHGCB_00331		Uncharacterized AAA domain-containing protein ycf46	SO:0001217, UniRef:UniRef50_A0A1V5TCF1
contig_1	tRNA	350639	350710	-	LIHGCB_00332	trnG	tRNA-Gly(tcc)	SO:0000260
contig_1	cds	350804	352270	-	LIHGCB_00333		6-phosphogluconate dehydrogenase, decarboxylating	SO:0001217, UniRef:UniRef50_O83351
contig_1	cds	352449	353141	+	LIHGCB_00334	lolA	Outer membrane lipoprotein carrier protein LolA	SO:0001217, UniRef:UniRef50_Q73JG8
contig_1	cds	353166	354383	+	LIHGCB_00335		HTH cro/C1-type domain-containing protein	SO:0001217, UniRef:UniRef50_S6A8A2
contig_1	cds	354380	354844	-	LIHGCB_00336		hypothetical protein	
contig_1	cds	354849	356462	+	LIHGCB_00337		DNA-T family bacterial competence-related DNA transformation transporter	SO:0001217, UniRef:UniRef50_F7XSE8
contig_1	cds	356443	357300	+	LIHGCB_00338		hypothetical protein	PFAM:PF00398.26
contig_1	cds	357318	357806	+	LIHGCB_00339		hypothetical protein	
contig_1	cds	357818	358813	+	LIHGCB_00340		Pseudouridine synthase	SO:0001217, UniRef:UniRef50_F7XSF1
contig_1	cds	358799	360271	-	LIHGCB_00341		tetrahydrofolate synthase	SO:0001217, UniRef:UniRef50_F7XSF2
contig_1	cds	360290	361735	+	LIHGCB_00342		UDP-N-acetylmuramate--L-alanine ligase	SO:0001217, UniRef:UniRef50_O83361
contig_1	cds	361856	362416	+	LIHGCB_00343		Cytidylate kinase	SO:0001217, UniRef:UniRef50_O83362
contig_1	cds	362410	363243	+	LIHGCB_00344		Adenine DNA glycosylase	SO:0001217, UniRef:UniRef50_F7XRC8
contig_1	cds	363248	366694	-	LIHGCB_00345		hypothetical protein	PFAM:PF00270.35, PFAM:PF00271.37, PFAM:PF02559.22, PFAM:PF03461.20, PFAM:PF17757.6
contig_1	cds	366823	367914	+	LIHGCB_00346		Phospho-N-acetylmuramoyl-pentapeptide-transferase	SO:0001217, UniRef:UniRef50_Q73KG9
contig_1	cds	368071	368772	+	LIHGCB_00347		Lipoprotein	SO:0001217, UniRef:UniRef50_O83366
contig_1	cds	368876	369586	+	LIHGCB_00348		hypothetical protein	PFAM:PF10895.14, SO:0001217, UniRef:UniRef50_O83367
contig_1	cds	369607	370722	-	LIHGCB_00349		hypothetical protein	SO:0001217, UniRef:UniRef50_F7XSG0
contig_1	cds	370701	371231	-	LIHGCB_00350		hypothetical protein	PFAM:PF00254.34
contig_1	cds	371444	372730	+	LIHGCB_00351		hypothetical protein	
contig_1	cds	372727	373617	+	LIHGCB_00352		Glutamate 5-kinase	SO:0001217, UniRef:UniRef50_P74936
contig_1	cds	373749	374006	+	LIHGCB_00353		Uncharacterized protein TP_0352	SO:0001217, UniRef:UniRef50_O83371
contig_1	cds	374003	374512	-	LIHGCB_00354		Ribonuclease H	SO:0001217, UniRef:UniRef50_O83372
contig_1	cds	374776	375402	+	LIHGCB_00355		hypothetical protein	PFAM:PF01712.25, PFAM:PF02223.23
contig_1	cds	375478	375768	+	LIHGCB_00356		hypothetical protein	
contig_1	cds	376004	376273	+	LIHGCB_00357		RRM domain-containing protein	SO:0001217, UniRef:UniRef50_S3L929
contig_1	cds	376299	376406	+	LIHGCB_00358		hypothetical protein	
contig_1	cds	376456	377115	+	LIHGCB_00359		hypothetical protein	PFAM:PF02237.23, PFAM:PF03099.24
contig_1	cds	377120	378700	-	LIHGCB_00360		hypothetical protein	PFAM:PF03065.20, PFAM:PF09210.16
contig_1	cds	378712	379347	-	LIHGCB_00361		hypothetical protein	
contig_1	cds	379564	379734	+	LIHGCB_00362		50S ribosomal protein L33	SO:0001217, UniRef:UniRef50_A0A5C1QF15
contig_1	cds	379731	380534	-	LIHGCB_00363		Acyltransferase	SO:0001217, UniRef:UniRef50_A0A0B7GW17
contig_1	cds	380655	380891	+	LIHGCB_00364		Large ribosomal subunit protein bL28	SO:0001217, UniRef:UniRef50_P96131
contig_1	cds	381389	383821	+	LIHGCB_00365	cheA	Chemotaxis protein CheA	SO:0001217, UniRef:UniRef50_P96123
contig_1	cds	383848	385182	+	LIHGCB_00366		hypothetical protein	PFAM:PF01584.24, PFAM:PF01739.24
contig_1	cds	385204	385668	+	LIHGCB_00367	cheX	CheY-P phosphatase CheX	SO:0001217, UniRef:UniRef50_A0A1V6BPW5
contig_1	cds	385681	386115	+	LIHGCB_00368		Response regulatory domain-containing protein	SO:0001217, UniRef:UniRef50_E0RT59
contig_1	cds	386419	389244	+	LIHGCB_00369		Chromosome partition protein Smc	SO:0001217, UniRef:UniRef50_O83382
contig_1	cds	389244	389579	+	LIHGCB_00370		hypothetical protein	
contig_1	cds	389576	391114	+	LIHGCB_00371		hypothetical protein	PFAM:PF13525.12
contig_1	cds	391182	391445	-	LIHGCB_00372		hypothetical protein	
contig_1	cds	391656	392492	+	LIHGCB_00373		4-diphosphocytidyl-2-C-methyl-D-erythritol kinase	SO:0001217, UniRef:UniRef50_O83386
contig_1	tRNA	392501	392573	+	LIHGCB_00374	trnQ	tRNA-Gln(ttg)	SO:0000261
contig_1	cds	392614	393204	+	LIHGCB_00375		hypothetical protein	PFAM:PF01386.24, PFAM:PF14693.11
contig_1	cds	393264	394697	+	LIHGCB_00376		tRNA(Ile)-lysidine synthase	SO:0001217, UniRef:UniRef50_O83388
contig_1	cds	394690	397008	+	LIHGCB_00377		Uncharacterized protein TP_0374	SO:0001217, UniRef:UniRef50_O83389
contig_1	cds	397049	397408	-	LIHGCB_00378		hypothetical protein	PFAM:PF13309.12
contig_1	cds	397692	398588	-	LIHGCB_00379		Uncharacterized protein TP_0376	SO:0001217, UniRef:UniRef50_O83391
contig_1	cds	398676	399170	+	LIHGCB_00380		hypothetical protein	
contig_1	cds	399245	401995	-	LIHGCB_00381	secA	Protein translocase subunit SecA	SO:0001217, UniRef:UniRef50_O07497
contig_1	cds	402099	403919	-	LIHGCB_00382		DNA 3'-5' helicase	SO:0001217, UniRef:UniRef50_Q73J55
contig_1	cds	404059	404775	-	LIHGCB_00383		Uncharacterized protein TP_0381	SO:0001217, UniRef:UniRef50_O83396
contig_1	cds	405004	405453	+	LIHGCB_00384	mraZ	Transcriptional regulator MraZ	SO:0001217, UniRef:UniRef50_O83398
contig_1	cds	405450	406589	+	LIHGCB_00385		Ribosomal RNA small subunit methyltransferase H	SO:0001217, UniRef:UniRef50_O83399
contig_1	cds	406602	406976	+	LIHGCB_00386		hypothetical protein	
contig_1	cds	406960	408339	+	LIHGCB_00387		UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase	SO:0001217, UniRef:UniRef50_O83401
contig_1	cds	408336	409490	+	LIHGCB_00388	ftsW	putative peptidoglycan glycosyltransferase FtsW	SO:0001217, UniRef:UniRef50_F7XSJ9
contig_1	cds	409468	410283	+	LIHGCB_00389		hypothetical protein	PFAM:PF08478.15
contig_1	cds	410296	411540	+	LIHGCB_00390	ftsA	Cell division protein FtsA	SO:0001217, UniRef:UniRef50_S6A1D9
contig_1	cds	411589	412842	+	LIHGCB_00391	ftsZ	Cell division protein FtsZ	SO:0001217, UniRef:UniRef50_O83405
contig_1	cds	412839	413759	+	LIHGCB_00392	xerD	Integrase/recombinase XerD	SO:0001217, UniRef:UniRef50_S6A4N6
contig_1	cds	413749	414501	+	LIHGCB_00393		hypothetical protein	PFAM:PF00515.34, PFAM:PF03704.23, PFAM:PF07719.23, PFAM:PF13174.12, PFAM:PF13176.12, PFAM:PF13181.12, PFAM:PF13414.12, PFAM:PF13424.12, PFAM:PF13428.12, PFAM:PF14559.12
contig_1	cds	414498	415406	+	LIHGCB_00394		SMF family protein	SO:0001217, UniRef:UniRef50_F7XSK5
contig_1	cds	415439	417634	+	LIHGCB_00395		DNA topoisomerase 1	SO:0001217, UniRef:UniRef50_O83409
contig_1	cds	417627	418520	+	LIHGCB_00396	xerC	Tyrosine recombinase XerC	SO:0001217, UniRef:UniRef50_Q73NE4
contig_1	cds	418668	419078	+	LIHGCB_00397		hypothetical protein	
contig_1	cds	419096	419551	+	LIHGCB_00398	flgC	Flagellar basal-body rod protein FlgC	SO:0001217, UniRef:UniRef50_Q73NE1
contig_1	cds	419607	419981	+	LIHGCB_00399	fliE	Flagellar hook-basal body complex protein FliE	SO:0001217, UniRef:UniRef50_O83413
contig_1	cds	420098	421801	+	LIHGCB_00400	fliF	FliF	SO:0001217, UniRef:UniRef50_O06680
contig_1	cds	421806	422864	+	LIHGCB_00401	fliG	Flagellar motor switch protein FliG	SO:0001217, UniRef:UniRef50_A0A514LEL7
contig_1	cds	422912	423841	+	LIHGCB_00402		hypothetical protein	
contig_1	cds	423869	425212	+	LIHGCB_00403		Flagellum-specific ATP synthase	SO:0001217, UniRef:UniRef50_P23445
contig_1	cds	425241	425693	+	LIHGCB_00404		hypothetical protein	PFAM:PF02050.21
contig_1	cds	425690	426223	-	LIHGCB_00405		hypothetical protein	
contig_1	cds	426445	426687	+	LIHGCB_00406		hypothetical protein	
contig_1	cds	426677	427666	+	LIHGCB_00407		Glutamate racemase	SO:0001217, UniRef:UniRef50_O83421
contig_1	cds	427794	428450	+	LIHGCB_00408		HAD family hydrolase	SO:0001217, UniRef:UniRef50_F7XSL9
contig_1	cds	428546	431800	+	LIHGCB_00409		hypothetical protein	SO:0001217, UniRef:UniRef50_F7XSM0
contig_1	cds	431918	432295	+	LIHGCB_00410		hypothetical protein	
contig_1	cds	432292	434043	+	LIHGCB_00411	secD	Protein translocase subunit SecD	SO:0001217, UniRef:UniRef50_O83425
contig_1	cds	434040	435302	+	LIHGCB_00412	secF	Protein translocase subunit SecF	SO:0001217, UniRef:UniRef50_O83426
contig_1	cds	435378	435683	-	LIHGCB_00413		hypothetical protein	
contig_1	cds	435702	437600	-	LIHGCB_00414		hypothetical protein	PFAM:PF02878.22, PFAM:PF02880.22
contig_1	cds	437658	439058	+	LIHGCB_00415		AGCS family alanine or glycine:sodium (Na+) or proton (H+) symporter	SO:0001217, UniRef:UniRef50_F7XSM5
contig_1	cds	439075	439599	+	LIHGCB_00416		hypothetical protein	
contig_1	cds	439520	440881	-	LIHGCB_00417		Signal recognition particle protein	SO:0001217, UniRef:UniRef50_A0A7X8CYC8
contig_1	cds	440874	442553	-	LIHGCB_00418		Apolipoprotein N-acyltransferase 2	SO:0001217, UniRef:UniRef50_O83432
contig_1	cds	442607	443773	+	LIHGCB_00419		Putative galactokinase	SO:0001217, UniRef:UniRef50_O83433
contig_1	cds	443770	444522	+	LIHGCB_00420		hypothetical protein	PFAM:PF01975.23
contig_1	cds	444707	446725	+	LIHGCB_00421	pknD	Serine/threonine-protein kinase PknD	SO:0001217, UniRef:UniRef50_A0A1V5TBT7
contig_1	cds	446766	447734	+	LIHGCB_00422		hypothetical protein	
contig_1	cds	447759	448565	+	LIHGCB_00423		hypothetical protein	
contig_1	cds	448691	449305	+	LIHGCB_00424		hypothetical protein	
contig_1	cds	449305	449850	+	LIHGCB_00425		hypothetical protein	
contig_1	cds	449847	451616	+	LIHGCB_00426		V-type ATP synthase alpha chain	SO:0001217, UniRef:UniRef50_Q6MAJ5
contig_1	cds	451620	452912	+	LIHGCB_00427		V-type ATP synthase beta chain	SO:0001217, UniRef:UniRef50_O51120
contig_1	cds	452924	453544	+	LIHGCB_00428		V-type ATP synthase subunit D 1	SO:0001217, UniRef:UniRef50_O83443
contig_1	cds	453541	455409	+	LIHGCB_00429		V-type ATP synthase subunit I 1	SO:0001217, UniRef:UniRef50_O83444
contig_1	cds	455446	455868	+	LIHGCB_00430		V-type ATPase, K subunit	SO:0001217, UniRef:UniRef50_Q73M31
contig_1	cds	455902	456723	+	LIHGCB_00431		Type III pantothenate kinase	SO:0001217, UniRef:UniRef50_O83446
contig_1	cds	456784	457317	+	LIHGCB_00432		hypothetical protein	
contig_1	cds	457372	459651	+	LIHGCB_00433		Acidic repeat protein	SO:0001217, UniRef:UniRef50_F7XSP3
contig_1	cds	459749	460219	-	LIHGCB_00434		17 kDa lipoprotein	SO:0001217, UniRef:UniRef50_P29722
contig_1	cds	460351	461433	-	LIHGCB_00435	nrnA	Bifunctional oligoribonuclease and PAP phosphatase NrnA	SO:0001217, UniRef:UniRef50_A0A1V5T6X9
contig_1	cds	461399	461863	-	LIHGCB_00436		Uncharacterized protein TP_0437	SO:0001217, UniRef:UniRef50_O83451
contig_1	cds	462004	462768	+	LIHGCB_00437		dITP/XTP pyrophosphatase	SO:0001217, UniRef:UniRef50_O83452
contig_1	cds	462894	463367	+	LIHGCB_00438		CheW-like domain-containing protein	SO:0001217, UniRef:UniRef50_M2BJ49
contig_1	cds	463457	464608	+	LIHGCB_00439		hypothetical protein	PFAM:PF01041.23
contig_1	cds	464662	465522	+	LIHGCB_00440		hypothetical protein	PFAM:PF01513.26, PFAM:PF20143.4
contig_1	cds	465515	467236	+	LIHGCB_00441	recN	DNA repair protein RecN	SO:0001217, UniRef:UniRef50_O83456
contig_1	cds	467229	468032	+	LIHGCB_00442		Haloacid dehalogenase	SO:0001217, UniRef:UniRef50_Q73N56
contig_1	cds	468038	469066	+	LIHGCB_00443		hypothetical protein	PFAM:PF01476.26, PFAM:PF01551.29, PFAM:PF23473.1
contig_1	cds	469202	469831	+	LIHGCB_00444		hypothetical protein	PFAM:PF01965.30
contig_1	cds	469828	471087	+	LIHGCB_00445		4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin)	SO:0001217, UniRef:UniRef50_Q73N90
contig_1	cds	471084	472208	+	LIHGCB_00446		Uncharacterized protein TP_0447	SO:0001217, UniRef:UniRef50_O83461
contig_1	cds	472266	473348	+	LIHGCB_00447		Putative uracil phosphoribosyltransferase	SO:0001217, UniRef:UniRef50_O83462
contig_1	cds	473352	473942	+	LIHGCB_00448		hypothetical protein	PFAM:PF12895.13, PFAM:PF13428.12, PFAM:PF14559.12
contig_1	cds	474034	476130	+	LIHGCB_00449		Elongation factor G 2	SO:0001217, UniRef:UniRef50_O83464
contig_1	cds	476391	479855	+	LIHGCB_00450		Isoleucine--tRNA ligase	SO:0001217, UniRef:UniRef50_O83466
contig_1	cds	479899	480705	+	LIHGCB_00451		Outer membrane protein TP0453	SO:0001217, UniRef:UniRef50_O67998
contig_1	cds	480721	481071	+	LIHGCB_00452		hypothetical protein	PFAM:PF13248.11
contig_1	cds	481055	481744	-	LIHGCB_00453		hypothetical protein	
contig_1	cds	481741	482715	-	LIHGCB_00454		DUF4139 domain-containing protein	SO:0001217, UniRef:UniRef50_Q73NR3
contig_1	cds	482802	484118	-	LIHGCB_00455		hypothetical protein	
contig_1	cds	484270	485967	+	LIHGCB_00456		hypothetical protein	SO:0001217, UniRef:UniRef50_O83470
contig_1	cds	486058	486636	+	LIHGCB_00457	scpB	SMC-Scp complex subunit ScpB	SO:0001217, UniRef:UniRef50_O83471
contig_1	cds	486599	487450	+	LIHGCB_00458	rsuA	RsuA family pseudouridine synthase	SO:0001217, UniRef:UniRef50_F7XSR8
contig_1	cds	487580	488200	+	LIHGCB_00459		hypothetical protein	PFAM:PF00515.34, PFAM:PF07719.23, PFAM:PF13181.12, PFAM:PF13414.12, PFAM:PF13424.12, PFAM:PF13428.12, PFAM:PF13431.12, PFAM:PF13432.12, PFAM:PF14559.12, PFAM:PF23914.1
contig_1	cds	488228	488617	+	LIHGCB_00460		HTH cro/C1-type domain-containing protein	SO:0001217, UniRef:UniRef50_O83474
contig_1	cds	488669	489940	+	LIHGCB_00461		Uncharacterized lipoprotein TP_0462/TP_0463	SO:0001217, UniRef:UniRef50_O83475
contig_1	cds	489999	490751	-	LIHGCB_00462		tRNA (guanine-N(7)-)-methyltransferase	SO:0001217, UniRef:UniRef50_O83477
contig_1	cds	490748	491545	-	LIHGCB_00463		hypothetical protein	
contig_1	cds	491550	492620	-	LIHGCB_00464		hypothetical protein	
contig_1	cds	492928	494880	-	LIHGCB_00465		hypothetical protein	PFAM:PF00515.34, PFAM:PF07719.23, PFAM:PF12895.13, PFAM:PF13176.12, PFAM:PF13181.12, PFAM:PF13414.12, PFAM:PF13424.12, PFAM:PF13428.12, PFAM:PF13431.12, PFAM:PF13432.12, PFAM:PF14559.12, SO:0001217, UniRef:UniRef50_F7XSS5
contig_1	cds	494873	495718	-	LIHGCB_00466		hypothetical protein	PFAM:PF00515.34, PFAM:PF07719.23, PFAM:PF12895.13, PFAM:PF13181.12, PFAM:PF13414.12, PFAM:PF13431.12, PFAM:PF13432.12, PFAM:PF14559.12
contig_1	cds	495746	497119	+	LIHGCB_00467		Restriction endonuclease type IV Mrr domain-containing protein	SO:0001217, UniRef:UniRef50_O83484
contig_1	cds	497132	499207	-	LIHGCB_00468		UvrABC system protein C	SO:0001217, UniRef:UniRef50_O83485
contig_1	cds	499282	499908	-	LIHGCB_00469		hypothetical protein	
