#Annotated with Bakta v1.11.4, https://github.com/oschwengers/bakta
#Database v6.0, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
contig_1	824584	825465	+	OBIBPL_00761	32.9	9.1		
contig_1	833747	834529	+	OBIBPL_00767	29.3	8.7		
contig_1	834571	835770	-	OBIBPL_00768	42.4	9.3	PF00089.32|Trypsin, PF00595.29|PDZ, PF13180.12|PDZ_2, PF13365.12|Trypsin_2, PF17820.7|PDZ_6	PFAM:PF00089.32, PFAM:PF00595.29, PFAM:PF13180.12, PFAM:PF13365.12, PFAM:PF17820.7
contig_1	837426	837581	-	OBIBPL_00773	5.9	10.6		
contig_1	837578	838354	-	OBIBPL_00774	28.8	9.3		
contig_1	839606	840250	-	OBIBPL_00777	23.4	9.8	PF09335.16|VTT_dom	PFAM:PF09335.16
contig_1	842373	843323	-	OBIBPL_00779	34.1	9.1		
contig_1	844465	844635	+	OBIBPL_00781	6.2	11.5		
contig_1	844651	845250	+	OBIBPL_00782	22.5	9.0		
contig_1	847326	848216	+	OBIBPL_00786	33.7	7.8		
contig_1	848229	849005	-	OBIBPL_00787	29.1	9.0	PF17131.11|LolA_like	PFAM:PF17131.11
contig_1	853003	854622	+	OBIBPL_00790	63.2	9.7		
contig_1	857201	857992	-	OBIBPL_00793	27.6	7.7	PF03446.21|NAD_binding_2, PF14748.11|P5CR_dimer	PFAM:PF03446.21, PFAM:PF14748.11
contig_1	865157	866365	+	OBIBPL_00797	44.6	8.2	PF01368.27|DHH	PFAM:PF01368.27
contig_1	871355	871543	+	OBIBPL_00801	7.0	10.7		
contig_1	871837	872601	+	OBIBPL_00803	28.2	9.3	PF00035.32|dsrm	PFAM:PF00035.32
contig_1	873738	875189	+	OBIBPL_00805	53.2	8.8		
contig_1	875413	876435	-	OBIBPL_00806	38.7	9.5		
contig_1	878758	879402	-	OBIBPL_00809	23.5	7.7		
contig_1	888380	889342	+	OBIBPL_00818	35.3	5.7		
contig_1	891447	893216	-	OBIBPL_00822	67.1	6.5	PF03485.21|Arg_tRNA_synt_N, PF05746.21|DALR_1	PFAM:PF03485.21, PFAM:PF05746.21
contig_1	893239	894045	-	OBIBPL_00823	28.8	7.8	PF10646.14|Germane	PFAM:PF10646.14
contig_1	896237	899041	-	OBIBPL_00826	100.6	6.7	PF00023.36|Ank, PF12796.13|Ank_2, PF13606.12|Ank_3, PF13637.12|Ank_4, PF13857.12|Ank_5	PFAM:PF00023.36, PFAM:PF12796.13, PFAM:PF13606.12, PFAM:PF13637.12, PFAM:PF13857.12
contig_1	899182	900006	-	OBIBPL_00827	31.1	9.8		
contig_1	903720	904727	-	OBIBPL_00830	37.5	9.5	PF13349.12|DUF4097	PFAM:PF13349.12
contig_1	904832	907081	+	OBIBPL_00831	82.3	9.0	PF13646.12|HEAT_2	PFAM:PF13646.12
contig_1	911827	912360	-	OBIBPL_00836	19.9	9.4		
contig_1	912724	913059	-	OBIBPL_00838	12.5	5.1	PF06005.17|ZapB	PFAM:PF06005.17
contig_1	914415	916583	+	OBIBPL_00842	81.7	8.2	PF16314.11|DUF4954, PF20683.2|DUF6819	PFAM:PF16314.11, PFAM:PF20683.2
contig_1	933280	933411	-	OBIBPL_00851	4.5	9.5		
contig_1	933434	934201	-	OBIBPL_00852	27.5	7.6	PF00254.34|FKBP_C, PF01346.23|FKBP_N	PFAM:PF00254.34, PFAM:PF01346.23
contig_1	945629	946231	+	OBIBPL_00860	21.7	4.6		
contig_1	946228	946503	+	OBIBPL_00861	10.6	9.2		
contig_1	946997	947662	+	OBIBPL_00863	23.7	9.3		
contig_1	948777	949736	-	OBIBPL_00865	37.7	9.7		
contig_1	959490	960317	-	OBIBPL_00875	30.1	9.6		
contig_1	961399	961779	-	OBIBPL_00877	14.1	10.2		
contig_1	961776	964472	-	OBIBPL_00878	97.2	9.5	PF00009.33|GTP_EFTU, PF04760.21|IF2_N, PF11987.13|IF-2, PF22042.2|EF-G_D2	PFAM:PF00009.33, PFAM:PF04760.21, PFAM:PF11987.13, PFAM:PF22042.2
contig_1	964480	965937	-	OBIBPL_00879	54.7	4.5	PF08529.16|NusA_N, PF13184.12|KH_5	PFAM:PF08529.16, PFAM:PF13184.12
contig_1	965987	966457	-	OBIBPL_00880	16.7	9.3	PF02576.22|RimP_N, PF17384.8|DUF150_C	PFAM:PF02576.22, PFAM:PF17384.8
contig_1	966478	966612	-	OBIBPL_00881	4.8	7.8		
contig_1	966631	967653	-	OBIBPL_00882	38.4	6.4	PF01936.24|NYN, PF12872.13|OST-HTH	PFAM:PF01936.24, PFAM:PF12872.13
contig_1	967660	968187	-	OBIBPL_00883	19.2	9.2	PF03625.19|DUF302	PFAM:PF03625.19
contig_1	978081	978962	-	OBIBPL_00888	33.0	8.9	PF00561.26|Abhydrolase_1, PF12146.15|Hydrolase_4, PF12697.13|Abhydrolase_6	PFAM:PF00561.26, PFAM:PF12146.15, PFAM:PF12697.13
contig_1	978964	980562	+	OBIBPL_00889	57.9	6.8	PF02875.26|Mur_ligase_C, PF08245.18|Mur_ligase_M	PFAM:PF02875.26, PFAM:PF08245.18
contig_1	980769	981140	+	OBIBPL_00890	13.6	10.4		
contig_1	981442	981978	+	OBIBPL_00892	19.4	8.2	PF01782.24|RimM, PF24986.1|PRC_RimM	PFAM:PF01782.24, PFAM:PF24986.1
contig_1	984009	984260	+	OBIBPL_00896	9.0	8.7		
contig_1	985579	985959	+	OBIBPL_00898	14.6	9.3		
contig_1	985956	986138	+	OBIBPL_00899	6.9	9.9		
contig_1	986131	986517	+	OBIBPL_00900	14.6	9.1		
contig_1	989723	990148	-	OBIBPL_00903	14.9	11.6		
contig_1	994743	995795	+	OBIBPL_00907	37.9	8.6	PF12804.13|NTP_transf_3	PFAM:PF12804.13
contig_1	995739	997097	-	OBIBPL_00908	48.1	6.2	PF13860.12|FlgD_ig	PFAM:PF13860.12
contig_1	1000708	1002543	-	OBIBPL_00913	67.9	9.2	PF10502.14|Peptidase_S26	PFAM:PF10502.14
contig_1	1002717	1002929	+	OBIBPL_00914	8.0	6.9		
contig_1	1003083	1004552	+	OBIBPL_00915	54.5	6.2	PF13145.12|Rotamase_2	PFAM:PF13145.12
contig_1	1012029	1013039	-	OBIBPL_00922	38.0	9.1	PF00571.33|CBS, PF03471.22|CorC_HlyC	PFAM:PF00571.33, PFAM:PF03471.22
contig_1	1013274	1013909	-	OBIBPL_00923	22.8	8.5	PF00149.33|Metallophos, PF12850.12|Metallophos_2	PFAM:PF00149.33, PFAM:PF12850.12
contig_1	1013906	1014502	-	OBIBPL_00924	22.1	6.5		
contig_1	1014469	1014705	-	OBIBPL_00925	8.4	11.1		
contig_1	1019144	1019608	-	OBIBPL_00928	17.4	4.8		
contig_1	1022440	1022859	-	OBIBPL_00932	16.2	5.8		
contig_1	1023617	1024312	-	OBIBPL_00934	25.5	8.5	PF01424.28|R3H, PF07650.23|KH_2, PF13083.13|KH_KhpA-B, PF14804.11|Jag_N	PFAM:PF01424.28, PFAM:PF07650.23, PFAM:PF13083.13, PFAM:PF14804.11
contig_1	1026484	1026885	-	OBIBPL_00937	15.0	10.4		
contig_1	1029562	1030998	-	OBIBPL_00940	54.8	8.9	PF00515.34|TPR_1, PF03704.23|BTAD, PF07719.23|TPR_2, PF12895.13|ANAPC3, PF13174.12|TPR_6, PF13176.12|TPR_7, PF13181.12|TPR_8, PF13371.12|TPR_9, PF13374.12|TPR_10, PF13414.12|TPR_11, PF13424.12|TPR_12, PF13428.12|TPR_14, PF13431.12|TPR_17, PF13432.12|TPR_16, PF14559.12|TPR_19, PF23914.1|TPR_CcmH_CycH, PF25058.1|ARM_TT21, PF25060.1|ARM_TT21_2nd	PFAM:PF00515.34, PFAM:PF03704.23, PFAM:PF07719.23, PFAM:PF12895.13, PFAM:PF13174.12, PFAM:PF13176.12, PFAM:PF13181.12, PFAM:PF13371.12, PFAM:PF13374.12, PFAM:PF13414.12, PFAM:PF13424.12, PFAM:PF13428.12, PFAM:PF13431.12, PFAM:PF13432.12, PFAM:PF14559.12, PFAM:PF23914.1, PFAM:PF25058.1, PFAM:PF25060.1
contig_1	1031148	1031441	+	OBIBPL_00941	11.2	4.7		
contig_1	1035526	1035915	-	OBIBPL_00945	13.8	6.7		
contig_1	1037698	1038930	-	OBIBPL_00948	44.7	8.5	PF02687.27|FtsX, PF12704.14|MacB_PCD	PFAM:PF02687.27, PFAM:PF12704.14
contig_1	1050749	1052410	+	OBIBPL_00958	61.3	6.5	PF01409.25|tRNA-synt_2d	PFAM:PF01409.25
contig_1	1052462	1052740	-	OBIBPL_00959	10.1	5.0		
contig_1	1057404	1058459	+	OBIBPL_00965	38.5	7.6	PF01207.24|Dus	PFAM:PF01207.24
contig_1	1060356	1061030	+	OBIBPL_00968	25.6	9.8		
contig_1	1065913	1066296	-	OBIBPL_00972	14.1	9.0		
contig_1	1071120	1071266	+	OBIBPL_00976	5.1	4.1	PF00301.25|Rubredoxin	PFAM:PF00301.25
contig_1	1071300	1071587	+	OBIBPL_00977	10.1	9.2		
contig_1	1073038	1073853	+	OBIBPL_00980	29.7	6.6	PF01026.27|TatD_DNase	PFAM:PF01026.27, SO:0001217, UniRef:UniRef50_O83959
contig_1	1078895	1080283	-	OBIBPL_00984	49.8	9.3		
contig_1	1080469	1082868	+	OBIBPL_00985	86.5	5.6	PF01580.24|FtsK_SpoIIIE, PF09397.16|FtsK_gamma, PF17854.6|FtsK_alpha	PFAM:PF01580.24, PFAM:PF09397.16, PFAM:PF17854.6
contig_1	1083857	1085095	-	OBIBPL_00987	45.7	7.6		
contig_1	1086005	1086952	+	OBIBPL_00989	34.7	10.4		
contig_1	1087654	1089372	-	OBIBPL_00991	62.5	6.1	PF00004.35|AAA, PF05496.18|RuvB_N, PF07728.20|AAA_5, PF13177.12|DNA_pol3_delta2, PF22608.2|DNAX_ATPase_lid	PFAM:PF00004.35, PFAM:PF05496.18, PFAM:PF07728.20, PFAM:PF13177.12, PFAM:PF22608.2
contig_1	1096819	1097427	-	OBIBPL_00997	22.2	8.3	PF01195.25|Pept_tRNA_hydro	PFAM:PF01195.25
contig_1	1097462	1098352	-	OBIBPL_00998	33.2	9.6	PF04542.20|Sigma70_r2, PF04545.22|Sigma70_r4	PFAM:PF04542.20, PFAM:PF04545.22
contig_1	1098602	1098868	+	OBIBPL_00999	9.5	6.1	PF00166.26|Cpn10	PFAM:PF00166.26
contig_1	1098879	1100741	-	OBIBPL_01000	68.5	9.5		
contig_1	1105884	1106327	+	OBIBPL_01005	16.0	5.0		
contig_1	1110849	1111547	-	OBIBPL_01009	26.1	8.7	PF02631.22|RecX_HTH2, PF21982.2|RecX_HTH1	PFAM:PF02631.22, PFAM:PF21982.2
contig_1	1112331	1112573	-	OBIBPL_01012	8.3	9.2		
contig_1	1121897	1122922	+	OBIBPL_01020	35.6	10.1		
contig_1	1125942	1128320	+	OBIBPL_01022	84.1	8.5	PF00403.32|HMA, PF00702.32|Hydrolase	PFAM:PF00403.32, PFAM:PF00702.32
