# Annotated with Bakta
# Software: v1.11.4
# Database: v6.0, light
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Score	Evalue	Query Cov	Subject Cov	Id	Accession
contig_1	cds	261821	262873	+	OBIBPL_00256	416.0	1.0e-143	0.983	0.894	0.608	UniRef:UniRef50_P18193
contig_1	cds	262986	263273	+	OBIBPL_00257	166.0	3.0e-53	1.0	1.0	0.979	UniRef:UniRef50_B2S2J8
contig_1	cds	263305	263622	+	OBIBPL_00258	-	-	-	-	-	-
contig_1	cds	263612	265252	+	OBIBPL_00259	-	-	-	-	-	-
contig_1	cds	265243	265656	+	OBIBPL_00260	-	-	-	-	-	-
contig_1	cds	265893	267452	+	OBIBPL_00261	700.0	1.8e-250	0.987	0.962	0.709	UniRef:UniRef50_P33561
contig_1	cds	267571	267774	+	OBIBPL_00262	84.3	1.1e-21	0.970	0.890	0.569	UniRef:UniRef50_A0A239VDH6
contig_1	cds	267819	268469	+	OBIBPL_00263	-	-	-	-	-	-
contig_1	cds	268566	269636	+	OBIBPL_00264	724.0	1.1e-265	1.0	1.0	0.997	UniRef:UniRef50_O30405
contig_1	cds	269703	270413	-	OBIBPL_00265	485.0	3.3e-175	1.0	1.0	1.0	UniRef:UniRef50_A0A7C6I9Q3
contig_1	cds	270492	271094	+	OBIBPL_00266	358.0	3.4e-126	1.015	1.0	0.911	UniRef:UniRef50_A0A0B7H2T3
contig_1	cds	271225	272505	-	OBIBPL_00267	-	-	-	-	-	-
contig_1	cds	272734	273729	+	OBIBPL_00268	649.0	1.5e-236	1.0	0.954	0.997	UniRef:UniRef50_A0A2G6QNB0
contig_1	cds	273722	274381	+	OBIBPL_00269	414.0	1.2e-147	1.0	0.978	0.995	UniRef:UniRef50_M2AWM9
contig_1	cds	274572	276179	+	OBIBPL_00270	1030.0	0.0	0.964	0.869	0.994	UniRef:UniRef50_O83287
contig_1	cds	276184	276840	+	OBIBPL_00271	246.0	6.7e-81	0.972	0.922	0.571	UniRef:UniRef50_O83288
contig_1	cds	277272	278639	-	OBIBPL_00273	870.0	0.0	1.0	1.0	0.987	UniRef:UniRef50_A0A0H3BK28
contig_1	cds	278709	278798	+	OBIBPL_00274	-	-	-	-	-	-
contig_1	cds	278744	278851	+	OBIBPL_00275	-	-	-	-	-	-
contig_1	rRNA	278884	280432	+	OBIBPL_00276	1526.5	4.8e-47	-	-	-	RFAM:RF00177
contig_1	tRNA	280545	280618	+	OBIBPL_00277	70.9	-	-	-	-	-
contig_1	rRNA	280728	283680	+	OBIBPL_00278	2723.4	2.7e-06	-	-	-	RFAM:RF02541
contig_1	rRNA	283729	283839	+	OBIBPL_00279	85.0	1.5e-14	-	-	-	RFAM:RF00001
contig_1	cds	283897	284262	+	OBIBPL_00280	122.0	4.9e-35	0.967	0.936	0.521	UniRef:UniRef50_O83291
contig_1	cds	284292	284912	+	OBIBPL_00281	407.0	3.1e-145	1.0	0.949	0.990	UniRef:UniRef50_O83292
contig_1	cds	284922	286370	+	OBIBPL_00282	-	-	-	-	-	-
contig_1	cds	286354	287880	+	OBIBPL_00283	999.0	0.0	1.0	1.0	1.0	UniRef:UniRef50_F7XS94
contig_1	cds	287877	288851	-	OBIBPL_00284	603.0	9.6e-219	1.0	1.0	0.985	UniRef:UniRef50_O83295
contig_1	cds	288838	289599	-	OBIBPL_00285	273.0	1.4e-90	0.976	0.965	0.506	UniRef:UniRef50_A0A644W2Q4
contig_1	cds	289732	290523	+	OBIBPL_00286	-	-	-	-	-	-
contig_1	cds	290561	291061	-	OBIBPL_00287	171.0	4.5e-53	0.861	0.817	0.517	UniRef:UniRef50_A0A1V6EKM2
contig_1	cds	291150	291899	-	OBIBPL_00288	310.0	2.5e-105	0.980	0.980	0.635	UniRef:UniRef50_S3L7J4
contig_1	cds	291878	292762	-	OBIBPL_00289	-	-	-	-	-	-
contig_1	cds	292932	294278	-	OBIBPL_00290	841.0	2.9e-308	1.0	0.922	0.989	UniRef:UniRef50_F7XSA0
contig_1	cds	294534	297182	+	OBIBPL_00291	1710.0	0.0	1.0	1.003	0.990	UniRef:UniRef50_S6A0W4
contig_1	cds	297445	298164	+	OBIBPL_00292	-	-	-	-	-	-
contig_1	cds	298261	298821	+	OBIBPL_00293	-	-	-	-	-	-
contig_1	cds	298926	300605	+	OBIBPL_00294	1138.0	0.0	1.0	1.0	1.0	UniRef:UniRef50_F7XSA5
contig_1	cds	300568	301533	+	OBIBPL_00295	649.0	6.5e-237	1.0	0.958	0.997	UniRef:UniRef50_F7XSA6
contig_1	cds	301533	304106	+	OBIBPL_00296	-	-	-	-	-	-
contig_1	cds	304161	304994	+	OBIBPL_00297	-	-	-	-	-	-
contig_1	cds	305031	305912	+	OBIBPL_00298	320.0	1.7e-107	1.010	0.919	0.551	UniRef:UniRef50_O83315
contig_1	cds	305939	307156	+	OBIBPL_00299	815.0	8.6e-300	1.0	0.971	1.0	UniRef:UniRef50_P38369
contig_1	cds	307322	308587	+	OBIBPL_00300	449.0	2.5e-154	1.0	0.933	0.523	UniRef:UniRef50_A0A1V6E9B6
contig_1	cds	308606	309850	+	OBIBPL_00301	823.0	4.9e-303	1.0	1.0	1.0	UniRef:UniRef50_O83318
contig_1	cds	309936	310571	+	OBIBPL_00302	-	-	-	-	-	-
contig_1	cds	310574	311347	+	OBIBPL_00303	-	-	-	-	-	-
contig_1	cds	311480	312511	+	OBIBPL_00304	681.0	5.8e-249	1.0	0.986	1.0	UniRef:UniRef50_Q56328
contig_1	cds	312511	314268	+	OBIBPL_00305	1148.0	0.0	1.0	0.998	0.991	UniRef:UniRef50_O83321
contig_1	cds	314265	315398	+	OBIBPL_00306	-	-	-	-	-	-
contig_1	cds	315389	316330	+	OBIBPL_00307	612.0	9.0e-223	1.0	1.0	0.990	UniRef:UniRef50_O83324
contig_1	cds	316317	318263	-	OBIBPL_00308	-	-	-	-	-	-
contig_1	cds	318276	321203	-	OBIBPL_00309	1912.0	0.0	1.0	0.938	0.982	UniRef:UniRef50_O83326
contig_1	cds	321274	323052	+	OBIBPL_00310	1139.0	0.0	0.975	1.0	0.991	UniRef:UniRef50_O83327
contig_1	cds	323217	323831	+	OBIBPL_00311	293.0	3.5e-100	1.0	0.990	0.696	UniRef:UniRef50_Q73LC2
contig_1	cds	323917	324945	+	OBIBPL_00312	-	-	-	-	-	-
contig_1	cds	324920	325885	+	OBIBPL_00313	646.0	6.4e-236	1.0	1.0	1.0	UniRef:UniRef50_O83330
contig_1	cds	325951	326769	+	OBIBPL_00314	535.0	4.2e-193	1.0	0.886	0.996	UniRef:UniRef50_A8QVU9
contig_1	cds	326792	327154	+	OBIBPL_00315	-	-	-	-	-	-
contig_1	cds	327227	328240	+	OBIBPL_00316	646.0	1.6e-235	1.0	1.0	1.0	UniRef:UniRef50_O83334
contig_1	cds	328419	328715	-	OBIBPL_00317	-	-	-	-	-	-
contig_1	cds	328858	330600	+	OBIBPL_00318	-	-	-	-	-	-
contig_1	cds	331116	331583	+	OBIBPL_00319	-	-	-	-	-	-
contig_1	cds	331602	331748	+	OBIBPL_00320	-	-	-	-	-	-
contig_1	cds	331824	333425	+	OBIBPL_00321	1019.0	0.0	1.0	1.0	1.0	UniRef:UniRef50_O83341
contig_1	cds	333422	334537	+	OBIBPL_00322	-	-	-	-	-	-
contig_1	cds	334534	335484	+	OBIBPL_00323	-	-	-	-	-	-
contig_1	cds	335588	339994	+	OBIBPL_00324	2909.0	0.0	1.0	1.0	1.0	UniRef:UniRef50_F7XSD9
contig_1	cds	340024	342510	+	OBIBPL_00325	1556.0	0.0	1.011	0.981	0.940	UniRef:UniRef50_O83346
contig_1	cds	342567	343085	+	OBIBPL_00326	166.0	3.6e-51	0.988	0.977	0.506	UniRef:UniRef50_S3L6C5
contig_1	cds	343141	345843	+	OBIBPL_00327	867.0	2.2e-304	1.019	1.009	0.519	UniRef:UniRef50_P61672
contig_1	tRNA	347484	347566	-	OBIBPL_00328	70.2	-	-	-	-	-
contig_1	cds	347658	349454	-	OBIBPL_00329	701.0	2.6e-248	0.998	0.985	0.591	UniRef:UniRef50_A0A1V5TCF1
contig_1	tRNA	349519	349590	-	OBIBPL_00330	64.2	-	-	-	-	-
contig_1	cds	349684	351150	-	OBIBPL_00331	558.0	8.4e-196	0.994	0.980	0.577	UniRef:UniRef50_O83351
contig_1	cds	351329	352021	+	OBIBPL_00332	209.0	5.4e-66	0.913	0.830	0.524	UniRef:UniRef50_Q73JG8
contig_1	cds	352046	353263	+	OBIBPL_00333	792.0	5.4e-291	1.0	1.0	0.998	UniRef:UniRef50_S6A8A2
contig_1	cds	353260	353724	-	OBIBPL_00334	-	-	-	-	-	-
contig_1	cds	353729	355342	+	OBIBPL_00335	1040.0	0.0	1.0	0.949	0.987	UniRef:UniRef50_F7XSE8
contig_1	cds	355323	356180	+	OBIBPL_00336	-	-	-	-	-	-
contig_1	cds	356198	356686	+	OBIBPL_00337	-	-	-	-	-	-
contig_1	cds	356698	357693	+	OBIBPL_00338	662.0	9.5e-242	1.0	0.985	0.997	UniRef:UniRef50_F7XSF1
contig_1	cds	357679	359151	-	OBIBPL_00339	984.0	0.0	1.0	1.0	1.0	UniRef:UniRef50_F7XSF2
contig_1	cds	359170	360615	+	OBIBPL_00340	468.0	2.8e-159	0.998	0.863	0.523	UniRef:UniRef50_O83361
contig_1	cds	360736	361296	+	OBIBPL_00341	193.0	3.2e-61	0.930	0.869	0.555	UniRef:UniRef50_O83362
contig_1	cds	361290	362123	+	OBIBPL_00342	318.0	1.7e-107	0.975	0.938	0.581	UniRef:UniRef50_F7XRC8
contig_1	cds	362128	365574	-	OBIBPL_00343	-	-	-	-	-	-
contig_1	cds	365703	366794	+	OBIBPL_00344	439.0	1.2e-152	0.939	0.914	0.622	UniRef:UniRef50_Q73KG9
contig_1	cds	366957	367652	+	OBIBPL_00345	460.0	4.3e-165	0.983	0.927	1.0	UniRef:UniRef50_O83366
contig_1	cds	367754	368464	+	OBIBPL_00346	467.0	3.0e-167	1.0	0.855	0.983	UniRef:UniRef50_O83367
contig_1	cds	368484	369599	-	OBIBPL_00347	725.0	1.4e-265	1.0	0.992	0.997	UniRef:UniRef50_F7XSG0
contig_1	cds	369578	370108	-	OBIBPL_00348	-	-	-	-	-	-
contig_1	cds	370321	371607	+	OBIBPL_00349	-	-	-	-	-	-
contig_1	cds	371604	372494	+	OBIBPL_00350	573.0	8.5e-208	1.0	1.0	0.993	UniRef:UniRef50_P74936
contig_1	cds	372626	372883	+	OBIBPL_00351	182.0	4.0e-60	1.0	1.0	1.0	UniRef:UniRef50_O83371
contig_1	cds	372880	373389	-	OBIBPL_00352	340.0	4.2e-120	1.0	1.0	0.976	UniRef:UniRef50_O83372
contig_1	cds	373653	374279	+	OBIBPL_00353	-	-	-	-	-	-
contig_1	cds	374355	374645	+	OBIBPL_00354	-	-	-	-	-	-
contig_1	cds	374881	375150	+	OBIBPL_00355	170.0	4.8e-55	1.0	0.848	1.0	UniRef:UniRef50_S3L929
contig_1	cds	375176	375283	+	OBIBPL_00356	-	-	-	-	-	-
contig_1	cds	375333	375992	+	OBIBPL_00357	-	-	-	-	-	-
contig_1	cds	375997	377577	-	OBIBPL_00358	-	-	-	-	-	-
contig_1	cds	377589	378224	-	OBIBPL_00359	-	-	-	-	-	-
contig_1	cds	378441	378611	+	OBIBPL_00360	62.4	2.4e-13	1.018	0.966	0.509	UniRef:UniRef50_A0A5C1QF15
contig_1	cds	378608	379411	-	OBIBPL_00361	536.0	4.7e-194	1.0	0.947	0.993	UniRef:UniRef50_A0A0B7GW17
contig_1	cds	379532	379768	+	OBIBPL_00362	159.0	5.0e-51	1.0	1.0	1.0	UniRef:UniRef50_P96131
contig_1	cds	380266	382698	+	OBIBPL_00363	818.0	9.5e-288	1.035	0.996	0.560	UniRef:UniRef50_P96123
contig_1	cds	382725	384059	+	OBIBPL_00364	-	-	-	-	-	-
contig_1	cds	384081	384545	+	OBIBPL_00365	213.0	3.4e-70	1.039	0.994	0.713	UniRef:UniRef50_A0A1V6BPW5
contig_1	cds	384558	384992	+	OBIBPL_00366	227.0	5.1e-76	0.993	0.960	0.797	UniRef:UniRef50_E0RT59
contig_1	cds	385296	388121	+	OBIBPL_00367	1551.0	0.0	1.0	0.976	0.928	UniRef:UniRef50_O83382
contig_1	cds	388121	388456	+	OBIBPL_00368	-	-	-	-	-	-
contig_1	cds	388453	389991	+	OBIBPL_00369	-	-	-	-	-	-
contig_1	cds	390059	390322	-	OBIBPL_00370	-	-	-	-	-	-
contig_1	cds	390533	391369	+	OBIBPL_00371	557.0	4.2e-202	0.996	0.952	0.989	UniRef:UniRef50_O83386
contig_1	tRNA	391378	391450	+	OBIBPL_00372	58.9	-	-	-	-	-
contig_1	cds	392141	393574	+	OBIBPL_00373	952.0	0.0	1.0	1.0	0.990	UniRef:UniRef50_O83388
contig_1	cds	393567	395885	+	OBIBPL_00374	1508.0	0.0	1.0	0.976	0.983	UniRef:UniRef50_O83389
contig_1	cds	395926	396285	-	OBIBPL_00375	-	-	-	-	-	-
contig_1	cds	396569	397465	-	OBIBPL_00376	555.0	2.9e-200	1.0	0.940	0.997	UniRef:UniRef50_O83391
contig_1	cds	397553	398047	+	OBIBPL_00377	-	-	-	-	-	-
contig_1	cds	398122	400872	-	OBIBPL_00378	952.0	0.0	1.001	1.016	0.546	UniRef:UniRef50_O07497
contig_1	cds	400976	402796	-	OBIBPL_00379	591.0	1.1e-204	1.041	0.989	0.512	UniRef:UniRef50_Q73J55
contig_1	cds	402936	403652	-	OBIBPL_00380	431.0	1.2e-153	1.0	1.0	0.945	UniRef:UniRef50_O83396
contig_1	cds	403882	404331	+	OBIBPL_00381	301.0	4.8e-105	1.0	1.0	0.993	UniRef:UniRef50_O83398
contig_1	cds	404328	405467	+	OBIBPL_00382	728.0	2.0e-266	1.0	1.0	0.992	UniRef:UniRef50_O83399
contig_1	cds	405480	405854	+	OBIBPL_00383	-	-	-	-	-	-
contig_1	cds	405838	407217	+	OBIBPL_00384	904.0	0.0	1.0	1.0	0.993	UniRef:UniRef50_O83401
contig_1	cds	407214	408368	+	OBIBPL_00385	730.0	5.1e-267	1.0	1.0	1.0	UniRef:UniRef50_F7XSJ9
contig_1	cds	408346	409161	+	OBIBPL_00386	-	-	-	-	-	-
contig_1	cds	409174	410418	+	OBIBPL_00387	432.0	1.5e-148	1.010	0.998	0.514	UniRef:UniRef50_S6A1D9
contig_1	cds	410467	411720	+	OBIBPL_00388	382.0	4.2e-128	1.005	0.935	0.527	UniRef:UniRef50_O83405
contig_1	cds	411717	412637	+	OBIBPL_00389	610.0	3.0e-222	1.0	1.0	1.0	UniRef:UniRef50_S6A4N6
contig_1	cds	412627	413379	+	OBIBPL_00390	-	-	-	-	-	-
contig_1	cds	413376	414284	+	OBIBPL_00391	293.0	6.0e-97	0.980	0.931	0.520	UniRef:UniRef50_F7XSK5
contig_1	cds	414317	416512	+	OBIBPL_00392	1436.0	0.0	1.038	1.0	0.959	UniRef:UniRef50_O83409
contig_1	cds	416505	417398	+	OBIBPL_00393	301.0	3.4e-100	1.007	0.971	0.512	UniRef:UniRef50_Q73NE4
contig_1	cds	417546	417956	+	OBIBPL_00394	-	-	-	-	-	-
contig_1	cds	417974	418429	+	OBIBPL_00395	176.0	2.0e-55	1.007	0.987	0.612	UniRef:UniRef50_Q73NE1
contig_1	cds	418485	418859	+	OBIBPL_00396	230.0	8.5e-78	1.0	1.0	0.992	UniRef:UniRef50_O83413
contig_1	cds	418976	420679	+	OBIBPL_00397	649.0	3.1e-229	1.002	1.002	0.602	UniRef:UniRef50_O06680
contig_1	cds	420684	421742	+	OBIBPL_00398	365.0	3.8e-124	0.943	0.943	0.596	UniRef:UniRef50_A0A514LEL7
contig_1	cds	421790	422719	+	OBIBPL_00399	-	-	-	-	-	-
contig_1	cds	422747	424090	+	OBIBPL_00400	430.0	3.8e-146	0.969	0.891	0.536	UniRef:UniRef50_P23445
contig_1	cds	424119	424571	+	OBIBPL_00401	-	-	-	-	-	-
contig_1	cds	424568	425101	-	OBIBPL_00402	-	-	-	-	-	-
contig_1	cds	425323	425565	+	OBIBPL_00403	-	-	-	-	-	-
contig_1	cds	425555	426544	+	OBIBPL_00404	662.0	3.3e-242	1.0	1.0	1.0	UniRef:UniRef50_O83421
contig_1	cds	426672	427328	+	OBIBPL_00405	402.0	8.2e-143	0.922	0.866	0.990	UniRef:UniRef50_F7XSL9
contig_1	cds	427424	430678	+	OBIBPL_00406	1692.0	0.0	1.0	1.0	1.0	UniRef:UniRef50_F7XSM0
contig_1	cds	430796	431173	+	OBIBPL_00407	-	-	-	-	-	-
contig_1	cds	431170	432921	+	OBIBPL_00408	648.0	1.1e-227	1.045	0.997	0.575	UniRef:UniRef50_O83425
contig_1	cds	432918	434180	+	OBIBPL_00409	773.0	1.0e-282	1.0	1.0	0.990	UniRef:UniRef50_O83426
contig_1	cds	434256	434561	-	OBIBPL_00410	-	-	-	-	-	-
contig_1	cds	434580	436478	-	OBIBPL_00411	-	-	-	-	-	-
contig_1	cds	436536	437936	+	OBIBPL_00412	907.0	0.0	1.0	1.0	0.994	UniRef:UniRef50_F7XSM5
contig_1	cds	437836	438417	-	OBIBPL_00413	-	-	-	-	-	-
contig_1	cds	438398	439759	-	OBIBPL_00414	483.0	5.3e-167	0.958	0.941	0.592	UniRef:UniRef50_A0A7X8CYC8
contig_1	cds	439752	441431	-	OBIBPL_00415	1107.0	0.0	1.0	1.0	0.984	UniRef:UniRef50_O83432
contig_1	cds	441485	442651	+	OBIBPL_00416	510.0	8.3e-180	0.992	0.946	0.629	UniRef:UniRef50_O83433
contig_1	cds	442648	443400	+	OBIBPL_00417	-	-	-	-	-	-
contig_1	cds	443585	445603	+	OBIBPL_00418	684.0	4.3e-239	0.964	0.917	0.531	UniRef:UniRef50_A0A1V5TBT7
contig_1	cds	445644	446612	+	OBIBPL_00419	-	-	-	-	-	-
contig_1	cds	446637	447443	+	OBIBPL_00420	-	-	-	-	-	-
contig_1	cds	447569	448183	+	OBIBPL_00421	-	-	-	-	-	-
contig_1	cds	448183	448728	+	OBIBPL_00422	-	-	-	-	-	-
contig_1	cds	448725	450494	+	OBIBPL_00423	691.0	9.4e-244	0.964	0.853	0.625	UniRef:UniRef50_Q6MAJ5
contig_1	cds	450498	451790	+	OBIBPL_00424	632.0	1.3e-225	1.0	0.833	0.723	UniRef:UniRef50_O51120
contig_1	cds	451802	452422	+	OBIBPL_00425	203.0	3.0e-64	0.951	0.848	0.541	UniRef:UniRef50_O83443
contig_1	cds	452419	454287	+	OBIBPL_00426	1209.0	0.0	1.0	1.0	0.990	UniRef:UniRef50_O83444
contig_1	cds	454324	454746	+	OBIBPL_00427	172.0	1.9e-54	1.036	0.967	0.628	UniRef:UniRef50_Q73M31
contig_1	cds	454780	455601	+	OBIBPL_00428	527.0	1.4e-190	1.0	1.0	0.996	UniRef:UniRef50_O83446
contig_1	cds	455662	456195	+	OBIBPL_00429	-	-	-	-	-	-
contig_1	cds	456250	458409	+	OBIBPL_00430	513.0	2.8e-173	1.0	1.275	0.777	UniRef:UniRef50_E5FNP1
contig_1	cds	458507	458977	-	OBIBPL_00431	309.0	5.1e-108	1.0	1.0	0.994	UniRef:UniRef50_P29722
contig_1	cds	459109	460191	-	OBIBPL_00432	685.0	3.8e-250	1.0	1.0	0.997	UniRef:UniRef50_A0A1V5T6X9
contig_1	cds	460157	460621	-	OBIBPL_00433	301.0	7.3e-105	1.0	0.875	0.974	UniRef:UniRef50_O83451
contig_1	cds	460762	461526	+	OBIBPL_00434	499.0	7.5e-180	1.0	0.944	0.996	UniRef:UniRef50_O83452
contig_1	cds	461652	462125	+	OBIBPL_00435	222.0	2.3e-73	0.975	0.905	0.673	UniRef:UniRef50_M2BJ49
contig_1	cds	462215	463366	+	OBIBPL_00436	-	-	-	-	-	-
contig_1	cds	463420	464280	+	OBIBPL_00437	-	-	-	-	-	-
contig_1	cds	464273	465994	+	OBIBPL_00438	1095.0	0.0	1.0	1.0	0.997	UniRef:UniRef50_O83456
contig_1	cds	465987	466790	+	OBIBPL_00439	507.0	1.4e-182	1.0	0.940	0.996	UniRef:UniRef50_Q73N56
contig_1	cds	466796	467824	+	OBIBPL_00440	-	-	-	-	-	-
contig_1	cds	467960	468589	+	OBIBPL_00441	-	-	-	-	-	-
contig_1	cds	468586	469845	+	OBIBPL_00442	810.0	2.2e-297	1.0	1.0	1.0	UniRef:UniRef50_Q73N90
contig_1	cds	469842	470966	+	OBIBPL_00443	723.0	9.2e-265	1.0	1.0	0.989	UniRef:UniRef50_O83461
contig_1	cds	471024	472106	+	OBIBPL_00444	439.0	1.0e-152	1.006	1.003	0.610	UniRef:UniRef50_O83462
contig_1	cds	472110	472700	+	OBIBPL_00445	-	-	-	-	-	-
contig_1	cds	472792	474888	+	OBIBPL_00446	761.0	5.1e-269	0.981	0.987	0.574	UniRef:UniRef50_O83464
contig_1	cds	475338	478613	+	OBIBPL_00447	1269.0	0.0	1.047	1.003	0.563	UniRef:UniRef50_O83466
contig_1	cds	478657	479463	+	OBIBPL_00448	496.0	3.0e-178	1.0	0.934	0.951	UniRef:UniRef50_O67998
contig_1	cds	479479	479829	+	OBIBPL_00449	-	-	-	-	-	-
contig_1	cds	479813	480499	-	OBIBPL_00450	-	-	-	-	-	-
contig_1	cds	480499	481473	-	OBIBPL_00451	360.0	2.4e-122	0.914	0.846	0.598	UniRef:UniRef50_Q73NR3
contig_1	cds	481560	482876	-	OBIBPL_00452	-	-	-	-	-	-
contig_1	cds	483028	484725	+	OBIBPL_00453	1117.0	0.0	1.0	0.953	1.0	UniRef:UniRef50_O83470
contig_1	cds	484816	485394	+	OBIBPL_00454	366.0	2.1e-129	1.0	1.0	1.0	UniRef:UniRef50_O83471
contig_1	cds	485357	486208	+	OBIBPL_00455	493.0	4.0e-177	0.936	1.0	0.996	UniRef:UniRef50_F7XSR8
contig_1	cds	486338	486958	+	OBIBPL_00456	-	-	-	-	-	-
contig_1	cds	487019	487375	+	OBIBPL_00457	-	-	-	-	-	-
contig_1	cds	487427	488695	+	OBIBPL_00458	579.0	3.8e-206	1.012	1.0	0.733	UniRef:UniRef50_O83475
contig_1	cds	488754	489506	-	OBIBPL_00459	493.0	8.7e-178	1.0	1.0	0.984	UniRef:UniRef50_O83477
contig_1	cds	489503	490300	-	OBIBPL_00460	-	-	-	-	-	-
contig_1	cds	490305	491375	-	OBIBPL_00461	-	-	-	-	-	-
contig_1	cds	491683	493635	-	OBIBPL_00462	924.0	0.0	1.0	0.991	0.995	UniRef:UniRef50_F7XSS5
contig_1	cds	493628	494785	-	OBIBPL_00463	-	-	-	-	-	-
contig_1	cds	494813	496186	+	OBIBPL_00464	757.0	3.5e-275	1.0	0.974	0.958	UniRef:UniRef50_O83484
contig_1	cds	496199	498274	-	OBIBPL_00465	1364.0	0.0	1.0	1.0	0.993	UniRef:UniRef50_O83485
contig_1	cds	498349	498975	-	OBIBPL_00466	-	-	-	-	-	-
contig_1	cds	499058	499795	-	OBIBPL_00467	336.0	1.1e-115	1.045	0.973	0.684	UniRef:UniRef50_Q3Z9B1
contig_1	cds	499936	501543	-	OBIBPL_00468	572.0	4.8e-199	1.004	0.939	0.574	UniRef:UniRef50_O83488
contig_1	cds	501607	502953	-	OBIBPL_00469	555.0	1.4e-195	0.993	0.961	0.620	UniRef:UniRef50_A0A0S7Y554
contig_1	cds	503042	503746	-	OBIBPL_00470	-	-	-	-	-	-
contig_1	cds	503807	505354	-	OBIBPL_00471	1041.0	0.0	1.0	1.0	0.992	UniRef:UniRef50_O83491
contig_1	cds	505426	506031	-	OBIBPL_00472	387.0	3.9e-137	1.0	0.897	0.945	UniRef:UniRef50_O83492
contig_1	cds	506213	506701	+	OBIBPL_00473	-	-	-	-	-	-
contig_1	cds	506733	508982	+	OBIBPL_00474	1383.0	0.0	1.0	0.965	0.996	UniRef:UniRef50_F7XST7
contig_1	cds	509049	510173	-	OBIBPL_00475	751.0	2.0e-275	1.0	0.928	1.0	UniRef:UniRef50_O83496
contig_1	cds	510160	512082	-	OBIBPL_00476	1225.0	0.0	1.0	0.954	0.977	UniRef:UniRef50_O83497
contig_1	cds	512069	513913	-	OBIBPL_00477	-	-	-	-	-	-
contig_1	cds	513910	515505	-	OBIBPL_00478	782.0	8.0e-283	1.0	1.0	1.0	UniRef:UniRef50_O83499
contig_1	cds	515594	517615	-	OBIBPL_00479	1283.0	0.0	1.0	0.909	0.996	UniRef:UniRef50_F7XSU2
contig_1	cds	517694	520003	+	OBIBPL_00480	1122.0	0.0	1.0	0.910	0.917	UniRef:UniRef50_S3LQU2
contig_1	tRNA	520116	520190	+	OBIBPL_00481	68.3	-	-	-	-	-
contig_1	tRNA	520200	520281	+	OBIBPL_00482	65.5	-	-	-	-	-
contig_1	cds	520463	521431	+	OBIBPL_00483	488.0	2.9e-173	1.0	1.0	0.686	UniRef:UniRef50_O83502
contig_1	cds	521428	521616	+	OBIBPL_00484	-	-	-	-	-	-
contig_1	cds	521623	522678	+	OBIBPL_00485	681.0	1.3e-248	1.0	1.0	1.0	UniRef:UniRef50_O83504
contig_1	cds	522682	524499	+	OBIBPL_00486	1198.0	0.0	1.0	1.0	0.993	UniRef:UniRef50_O83505
contig_1	cds	524499	526331	+	OBIBPL_00487	607.0	2.2e-209	1.013	0.850	0.545	UniRef:UniRef50_A0A098R2B9
contig_1	cds	526341	527162	+	OBIBPL_00488	-	-	-	-	-	-
contig_1	ncRNA	527183	527525	+	OBIBPL_00489	243.4	1.9e-32	-	-	-	RFAM:RF00010
contig_1	cds	527537	528481	+	OBIBPL_00490	608.0	5.7e-221	1.0	0.954	1.0	UniRef:UniRef50_O83509
contig_1	cds	528494	529528	+	OBIBPL_00491	361.0	2.1e-122	0.927	0.899	0.561	UniRef:UniRef50_A0A6N2UAA3
contig_1	cds	529533	530396	+	OBIBPL_00492	548.0	3.4e-198	1.0	1.0	0.997	UniRef:UniRef50_F7XSV0
contig_1	cds	530393	530899	+	OBIBPL_00493	-	-	-	-	-	-
contig_1	cds	530900	532774	+	OBIBPL_00494	697.0	3.5e-246	0.960	0.937	0.551	UniRef:UniRef50_H7EM86
contig_1	cds	532771	534072	+	OBIBPL_00495	436.0	2.1e-149	0.998	0.975	0.523	UniRef:UniRef50_U1FLW8
contig_1	cds	534098	534994	+	OBIBPL_00496	-	-	-	-	-	-
contig_1	cds	534994	535536	+	OBIBPL_00497	-	-	-	-	-	-
contig_1	cds	535667	537001	-	OBIBPL_00498	868.0	0.0	1.0	1.0	1.0	UniRef:UniRef50_F7XSV6
contig_1	tRNA	537361	537433	+	OBIBPL_00499	77.9	-	-	-	-	-
contig_1	tRNA	537493	537573	+	OBIBPL_00500	60.7	-	-	-	-	-
contig_1	tRNA	537584	537655	+	OBIBPL_00501	81.0	-	-	-	-	-
contig_1	cds	537736	539064	+	OBIBPL_00502	823.0	4.4e-302	1.0	1.0	0.995	UniRef:UniRef50_O83519
contig_1	cds	539057	539668	+	OBIBPL_00503	225.0	2.0e-73	0.951	0.985	0.549	UniRef:UniRef50_A0A1X9SQ81
contig_1	cds	539655	540902	+	OBIBPL_00504	456.0	8.3e-158	0.954	0.950	0.568	UniRef:UniRef50_A0A4Q3SQQ7
contig_1	cds	540999	541565	+	OBIBPL_00505	230.0	2.8e-75	1.0	0.807	0.553	UniRef:UniRef50_P0AE08
contig_1	cds	541746	543554	-	OBIBPL_00506	704.0	1.5e-249	1.007	0.977	0.589	UniRef:UniRef50_O83523
contig_1	cds	543620	544231	+	OBIBPL_00507	392.0	1.2e-138	0.970	0.811	0.970	UniRef:UniRef50_S3L8C6
