# Annotated with Bakta
# Software: v1.11.4
# Database: v6.0, light
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Score	Evalue	Query Cov	Subject Cov	Id	Accession
contig_1	cds	261167	261454	+	LIHGCB_00255	166.0	3.0e-53	1.0	1.0	0.979	UniRef:UniRef50_B2S2J8
contig_1	cds	261486	261803	+	LIHGCB_00256	-	-	-	-	-	-
contig_1	cds	261793	263433	+	LIHGCB_00257	-	-	-	-	-	-
contig_1	cds	263424	263837	+	LIHGCB_00258	-	-	-	-	-	-
contig_1	cds	264074	265633	+	LIHGCB_00259	700.0	1.8e-250	0.987	0.962	0.709	UniRef:UniRef50_P33561
contig_1	cds	265752	265955	+	LIHGCB_00260	84.3	1.1e-21	0.970	0.890	0.569	UniRef:UniRef50_A0A239VDH6
contig_1	cds	266000	266650	+	LIHGCB_00261	-	-	-	-	-	-
contig_1	cds	266747	267817	+	LIHGCB_00262	724.0	1.1e-265	1.0	1.0	0.997	UniRef:UniRef50_O30405
contig_1	cds	267884	268594	-	LIHGCB_00263	485.0	3.3e-175	1.0	1.0	1.0	UniRef:UniRef50_A0A7C6I9Q3
contig_1	cds	268673	269275	+	LIHGCB_00264	358.0	3.4e-126	1.015	1.0	0.911	UniRef:UniRef50_A0A0B7H2T3
contig_1	cds	269406	270686	-	LIHGCB_00265	-	-	-	-	-	-
contig_1	cds	270915	271910	+	LIHGCB_00266	649.0	1.5e-236	1.0	0.954	0.997	UniRef:UniRef50_A0A2G6QNB0
contig_1	cds	271903	272562	+	LIHGCB_00267	414.0	1.2e-147	1.0	0.978	0.995	UniRef:UniRef50_M2AWM9
contig_1	cds	272753	274360	+	LIHGCB_00268	1030.0	0.0	0.964	0.869	0.994	UniRef:UniRef50_O83287
contig_1	cds	274365	275021	+	LIHGCB_00269	246.0	6.7e-81	0.972	0.922	0.571	UniRef:UniRef50_O83288
contig_1	cds	275453	276820	-	LIHGCB_00271	870.0	0.0	1.0	1.0	0.987	UniRef:UniRef50_A0A0H3BK28
contig_1	cds	276890	276979	+	LIHGCB_00272	-	-	-	-	-	-
contig_1	cds	276925	277032	+	LIHGCB_00273	-	-	-	-	-	-
contig_1	rRNA	277065	278613	+	LIHGCB_00274	1526.5	4.8e-47	-	-	-	RFAM:RF00177
contig_1	tRNA	278725	278798	+	LIHGCB_00275	66.5	-	-	-	-	-
contig_1	rRNA	278919	281871	+	LIHGCB_00276	2723.4	2.7e-06	-	-	-	RFAM:RF02541
contig_1	rRNA	281920	282030	+	LIHGCB_00277	85.0	1.5e-14	-	-	-	RFAM:RF00001
contig_1	cds	282088	282453	+	LIHGCB_00278	122.0	4.9e-35	0.967	0.936	0.521	UniRef:UniRef50_O83291
contig_1	cds	282483	283103	+	LIHGCB_00279	407.0	3.1e-145	1.0	0.949	0.990	UniRef:UniRef50_O83292
contig_1	cds	283113	284561	+	LIHGCB_00280	-	-	-	-	-	-
contig_1	cds	284545	286071	+	LIHGCB_00281	999.0	0.0	1.0	1.0	1.0	UniRef:UniRef50_F7XS94
contig_1	cds	286068	287042	-	LIHGCB_00282	603.0	9.6e-219	1.0	1.0	0.985	UniRef:UniRef50_O83295
contig_1	cds	287029	287790	-	LIHGCB_00283	273.0	9.8e-91	0.976	0.965	0.506	UniRef:UniRef50_A0A644W2Q4
contig_1	cds	287923	288714	+	LIHGCB_00284	-	-	-	-	-	-
contig_1	cds	288752	289252	-	LIHGCB_00285	171.0	4.5e-53	0.861	0.817	0.517	UniRef:UniRef50_A0A1V6EKM2
contig_1	cds	289341	290090	-	LIHGCB_00286	310.0	2.5e-105	0.980	0.980	0.635	UniRef:UniRef50_S3L7J4
contig_1	cds	290069	290953	-	LIHGCB_00287	-	-	-	-	-	-
contig_1	cds	291123	292469	-	LIHGCB_00288	841.0	2.9e-308	1.0	0.922	0.989	UniRef:UniRef50_F7XSA0
contig_1	cds	292876	295374	+	LIHGCB_00289	1616.0	0.0	1.0	0.947	0.994	UniRef:UniRef50_S6A0W4
contig_1	cds	295637	296356	+	LIHGCB_00290	-	-	-	-	-	-
contig_1	cds	296453	297013	+	LIHGCB_00291	-	-	-	-	-	-
contig_1	cds	297118	298797	+	LIHGCB_00292	1138.0	0.0	1.0	1.0	1.0	UniRef:UniRef50_F7XSA5
contig_1	cds	298760	299725	+	LIHGCB_00293	649.0	6.5e-237	1.0	0.958	0.997	UniRef:UniRef50_F7XSA6
contig_1	cds	299725	302298	+	LIHGCB_00294	-	-	-	-	-	-
contig_1	cds	302353	303186	+	LIHGCB_00295	-	-	-	-	-	-
contig_1	cds	303223	304104	+	LIHGCB_00296	320.0	1.7e-107	1.010	0.919	0.551	UniRef:UniRef50_O83315
contig_1	cds	304131	305348	+	LIHGCB_00297	815.0	8.6e-300	1.0	0.971	1.0	UniRef:UniRef50_P38369
contig_1	cds	305514	306779	+	LIHGCB_00298	449.0	2.5e-154	1.0	0.933	0.523	UniRef:UniRef50_A0A1V6E9B6
contig_1	cds	306798	308042	+	LIHGCB_00299	823.0	4.9e-303	1.0	1.0	1.0	UniRef:UniRef50_O83318
contig_1	cds	308128	308763	+	LIHGCB_00300	-	-	-	-	-	-
contig_1	cds	308766	309539	+	LIHGCB_00301	-	-	-	-	-	-
contig_1	cds	309672	310703	+	LIHGCB_00302	681.0	5.8e-249	1.0	0.986	1.0	UniRef:UniRef50_Q56328
contig_1	cds	310703	312460	+	LIHGCB_00303	1148.0	0.0	1.0	0.998	0.991	UniRef:UniRef50_O83321
contig_1	cds	312457	313590	+	LIHGCB_00304	-	-	-	-	-	-
contig_1	cds	313581	314522	+	LIHGCB_00305	612.0	9.0e-223	1.0	1.0	0.990	UniRef:UniRef50_O83324
contig_1	cds	314509	316455	-	LIHGCB_00306	-	-	-	-	-	-
contig_1	cds	316468	319395	-	LIHGCB_00307	1910.0	0.0	1.0	0.938	0.981	UniRef:UniRef50_O83326
contig_1	cds	319466	321244	+	LIHGCB_00308	1139.0	0.0	0.975	1.0	0.991	UniRef:UniRef50_O83327
contig_1	cds	321409	322023	+	LIHGCB_00309	293.0	3.5e-100	1.0	0.990	0.696	UniRef:UniRef50_Q73LC2
contig_1	cds	322109	323137	+	LIHGCB_00310	-	-	-	-	-	-
contig_1	cds	323112	324077	+	LIHGCB_00311	646.0	6.4e-236	1.0	1.0	1.0	UniRef:UniRef50_O83330
contig_1	cds	324143	324361	+	LIHGCB_00312	-	-	-	-	-	-
contig_1	cds	324375	324959	+	LIHGCB_00313	-	-	-	-	-	-
contig_1	cds	324982	325344	+	LIHGCB_00314	-	-	-	-	-	-
contig_1	cds	325417	326430	+	LIHGCB_00315	646.0	1.6e-235	1.0	1.0	1.0	UniRef:UniRef50_O83334
contig_1	cds	326609	326905	-	LIHGCB_00316	-	-	-	-	-	-
contig_1	cds	327048	328790	+	LIHGCB_00317	-	-	-	-	-	-
contig_1	cds	328849	329121	-	LIHGCB_00318	-	-	-	-	-	-
contig_1	cds	329210	329554	-	LIHGCB_00319	176.0	1.5e-56	1.044	0.922	0.756	UniRef:UniRef50_O83627
contig_1	cds	329624	330928	-	LIHGCB_00320	-	-	-	-	-	-
contig_1	cds	331101	331397	+	LIHGCB_00321	-	-	-	-	-	-
contig_1	cds	331645	332706	+	LIHGCB_00322	662.0	1.7e-240	1.0	0.865	0.969	UniRef:UniRef50_P29724
contig_1	cds	332947	334548	+	LIHGCB_00323	1019.0	0.0	1.0	1.0	1.0	UniRef:UniRef50_O83341
contig_1	cds	334545	335660	+	LIHGCB_00324	-	-	-	-	-	-
contig_1	cds	335657	336607	+	LIHGCB_00325	-	-	-	-	-	-
contig_1	cds	336711	341117	+	LIHGCB_00326	2909.0	0.0	1.0	1.0	1.0	UniRef:UniRef50_F7XSD9
contig_1	cds	341147	343630	+	LIHGCB_00327	1571.0	0.0	1.012	0.981	0.945	UniRef:UniRef50_O83346
contig_1	cds	343687	344205	+	LIHGCB_00328	166.0	3.6e-51	0.988	0.977	0.506	UniRef:UniRef50_S3L6C5
contig_1	cds	344261	346963	+	LIHGCB_00329	867.0	2.2e-304	1.019	1.009	0.519	UniRef:UniRef50_P61672
contig_1	tRNA	348604	348686	-	LIHGCB_00330	70.2	-	-	-	-	-
contig_1	cds	348778	350574	-	LIHGCB_00331	701.0	2.6e-248	0.998	0.985	0.591	UniRef:UniRef50_A0A1V5TCF1
contig_1	tRNA	350639	350710	-	LIHGCB_00332	64.2	-	-	-	-	-
contig_1	cds	350804	352270	-	LIHGCB_00333	558.0	8.4e-196	0.994	0.980	0.577	UniRef:UniRef50_O83351
contig_1	cds	352449	353141	+	LIHGCB_00334	209.0	5.4e-66	0.913	0.830	0.524	UniRef:UniRef50_Q73JG8
contig_1	cds	353166	354383	+	LIHGCB_00335	794.0	9.3e-292	1.0	1.0	1.0	UniRef:UniRef50_S6A8A2
contig_1	cds	354380	354844	-	LIHGCB_00336	-	-	-	-	-	-
contig_1	cds	354849	356462	+	LIHGCB_00337	1040.0	0.0	1.0	0.949	0.987	UniRef:UniRef50_F7XSE8
contig_1	cds	356443	357300	+	LIHGCB_00338	-	-	-	-	-	-
contig_1	cds	357318	357806	+	LIHGCB_00339	-	-	-	-	-	-
contig_1	cds	357818	358813	+	LIHGCB_00340	662.0	9.5e-242	1.0	0.985	0.997	UniRef:UniRef50_F7XSF1
contig_1	cds	358799	360271	-	LIHGCB_00341	984.0	0.0	1.0	1.0	1.0	UniRef:UniRef50_F7XSF2
contig_1	cds	360290	361735	+	LIHGCB_00342	468.0	2.8e-159	0.998	0.863	0.523	UniRef:UniRef50_O83361
contig_1	cds	361856	362416	+	LIHGCB_00343	193.0	3.2e-61	0.930	0.869	0.555	UniRef:UniRef50_O83362
contig_1	cds	362410	363243	+	LIHGCB_00344	318.0	1.7e-107	0.975	0.938	0.581	UniRef:UniRef50_F7XRC8
contig_1	cds	363248	366694	-	LIHGCB_00345	-	-	-	-	-	-
contig_1	cds	366823	367914	+	LIHGCB_00346	439.0	1.2e-152	0.939	0.914	0.622	UniRef:UniRef50_Q73KG9
contig_1	cds	368071	368772	+	LIHGCB_00347	458.0	1.9e-164	0.983	0.935	0.987	UniRef:UniRef50_O83366
contig_1	cds	368876	369586	+	LIHGCB_00348	467.0	3.0e-167	1.0	0.855	0.983	UniRef:UniRef50_O83367
contig_1	cds	369607	370722	-	LIHGCB_00349	725.0	1.4e-265	1.0	0.992	0.997	UniRef:UniRef50_F7XSG0
contig_1	cds	370701	371231	-	LIHGCB_00350	-	-	-	-	-	-
contig_1	cds	371444	372730	+	LIHGCB_00351	-	-	-	-	-	-
contig_1	cds	372727	373617	+	LIHGCB_00352	573.0	8.5e-208	1.0	1.0	0.993	UniRef:UniRef50_P74936
contig_1	cds	373749	374006	+	LIHGCB_00353	182.0	4.0e-60	1.0	1.0	1.0	UniRef:UniRef50_O83371
contig_1	cds	374003	374512	-	LIHGCB_00354	340.0	4.2e-120	1.0	1.0	0.976	UniRef:UniRef50_O83372
contig_1	cds	374776	375402	+	LIHGCB_00355	-	-	-	-	-	-
contig_1	cds	375478	375768	+	LIHGCB_00356	-	-	-	-	-	-
contig_1	cds	376004	376273	+	LIHGCB_00357	170.0	4.8e-55	1.0	0.848	1.0	UniRef:UniRef50_S3L929
contig_1	cds	376299	376406	+	LIHGCB_00358	-	-	-	-	-	-
contig_1	cds	376456	377115	+	LIHGCB_00359	-	-	-	-	-	-
contig_1	cds	377120	378700	-	LIHGCB_00360	-	-	-	-	-	-
contig_1	cds	378712	379347	-	LIHGCB_00361	-	-	-	-	-	-
contig_1	cds	379564	379734	+	LIHGCB_00362	62.4	2.4e-13	1.018	0.966	0.509	UniRef:UniRef50_A0A5C1QF15
contig_1	cds	379731	380534	-	LIHGCB_00363	536.0	4.7e-194	1.0	0.947	0.993	UniRef:UniRef50_A0A0B7GW17
contig_1	cds	380655	380891	+	LIHGCB_00364	159.0	5.0e-51	1.0	1.0	1.0	UniRef:UniRef50_P96131
contig_1	cds	381389	383821	+	LIHGCB_00365	818.0	9.5e-288	1.035	0.996	0.560	UniRef:UniRef50_P96123
contig_1	cds	383848	385182	+	LIHGCB_00366	-	-	-	-	-	-
contig_1	cds	385204	385668	+	LIHGCB_00367	215.0	8.5e-71	1.039	0.994	0.719	UniRef:UniRef50_A0A1V6BPW5
contig_1	cds	385681	386115	+	LIHGCB_00368	225.0	3.0e-75	0.993	0.960	0.790	UniRef:UniRef50_E0RT59
contig_1	cds	386419	389244	+	LIHGCB_00369	1553.0	0.0	1.0	0.976	0.929	UniRef:UniRef50_O83382
contig_1	cds	389244	389579	+	LIHGCB_00370	-	-	-	-	-	-
contig_1	cds	389576	391114	+	LIHGCB_00371	-	-	-	-	-	-
contig_1	cds	391182	391445	-	LIHGCB_00372	-	-	-	-	-	-
contig_1	cds	391656	392492	+	LIHGCB_00373	557.0	4.2e-202	0.996	0.952	0.989	UniRef:UniRef50_O83386
contig_1	tRNA	392501	392573	+	LIHGCB_00374	58.9	-	-	-	-	-
contig_1	cds	392614	393204	+	LIHGCB_00375	-	-	-	-	-	-
contig_1	cds	393264	394697	+	LIHGCB_00376	952.0	0.0	1.0	1.0	0.990	UniRef:UniRef50_O83388
contig_1	cds	394690	397008	+	LIHGCB_00377	1508.0	0.0	1.0	0.976	0.983	UniRef:UniRef50_O83389
contig_1	cds	397049	397408	-	LIHGCB_00378	-	-	-	-	-	-
contig_1	cds	397692	398588	-	LIHGCB_00379	555.0	2.9e-200	1.0	0.940	0.997	UniRef:UniRef50_O83391
contig_1	cds	398676	399170	+	LIHGCB_00380	-	-	-	-	-	-
contig_1	cds	399245	401995	-	LIHGCB_00381	952.0	0.0	1.001	1.016	0.546	UniRef:UniRef50_O07497
contig_1	cds	402099	403919	-	LIHGCB_00382	591.0	1.1e-204	1.041	0.989	0.512	UniRef:UniRef50_Q73J55
contig_1	cds	404059	404775	-	LIHGCB_00383	435.0	3.6e-155	1.0	1.0	0.954	UniRef:UniRef50_O83396
contig_1	cds	405004	405453	+	LIHGCB_00384	301.0	4.8e-105	1.0	1.0	0.993	UniRef:UniRef50_O83398
contig_1	cds	405450	406589	+	LIHGCB_00385	728.0	2.0e-266	1.0	1.0	0.992	UniRef:UniRef50_O83399
contig_1	cds	406602	406976	+	LIHGCB_00386	-	-	-	-	-	-
contig_1	cds	406960	408339	+	LIHGCB_00387	904.0	0.0	1.0	1.0	0.993	UniRef:UniRef50_O83401
contig_1	cds	408336	409490	+	LIHGCB_00388	730.0	5.1e-267	1.0	1.0	1.0	UniRef:UniRef50_F7XSJ9
contig_1	cds	409468	410283	+	LIHGCB_00389	-	-	-	-	-	-
contig_1	cds	410296	411540	+	LIHGCB_00390	432.0	1.5e-148	1.010	0.998	0.514	UniRef:UniRef50_S6A1D9
contig_1	cds	411589	412842	+	LIHGCB_00391	382.0	4.2e-128	1.005	0.935	0.527	UniRef:UniRef50_O83405
contig_1	cds	412839	413759	+	LIHGCB_00392	610.0	3.0e-222	1.0	1.0	1.0	UniRef:UniRef50_S6A4N6
contig_1	cds	413749	414501	+	LIHGCB_00393	-	-	-	-	-	-
contig_1	cds	414498	415406	+	LIHGCB_00394	293.0	6.0e-97	0.980	0.931	0.520	UniRef:UniRef50_F7XSK5
contig_1	cds	415439	417634	+	LIHGCB_00395	1436.0	0.0	1.038	1.0	0.959	UniRef:UniRef50_O83409
contig_1	cds	417627	418520	+	LIHGCB_00396	301.0	3.4e-100	1.007	0.971	0.512	UniRef:UniRef50_Q73NE4
contig_1	cds	418668	419078	+	LIHGCB_00397	-	-	-	-	-	-
contig_1	cds	419096	419551	+	LIHGCB_00398	176.0	2.0e-55	1.007	0.987	0.612	UniRef:UniRef50_Q73NE1
contig_1	cds	419607	419981	+	LIHGCB_00399	230.0	8.5e-78	1.0	1.0	0.992	UniRef:UniRef50_O83413
contig_1	cds	420098	421801	+	LIHGCB_00400	648.0	8.8e-229	1.002	1.002	0.602	UniRef:UniRef50_O06680
contig_1	cds	421806	422864	+	LIHGCB_00401	365.0	3.8e-124	0.943	0.943	0.596	UniRef:UniRef50_A0A514LEL7
contig_1	cds	422912	423841	+	LIHGCB_00402	-	-	-	-	-	-
contig_1	cds	423869	425212	+	LIHGCB_00403	430.0	3.8e-146	0.969	0.891	0.536	UniRef:UniRef50_P23445
contig_1	cds	425241	425693	+	LIHGCB_00404	-	-	-	-	-	-
contig_1	cds	425690	426223	-	LIHGCB_00405	-	-	-	-	-	-
contig_1	cds	426445	426687	+	LIHGCB_00406	-	-	-	-	-	-
contig_1	cds	426677	427666	+	LIHGCB_00407	659.0	7.9e-241	1.0	1.0	0.997	UniRef:UniRef50_O83421
contig_1	cds	427794	428450	+	LIHGCB_00408	402.0	8.2e-143	0.922	0.866	0.990	UniRef:UniRef50_F7XSL9
contig_1	cds	428546	431800	+	LIHGCB_00409	1692.0	0.0	1.0	1.0	1.0	UniRef:UniRef50_F7XSM0
contig_1	cds	431918	432295	+	LIHGCB_00410	-	-	-	-	-	-
contig_1	cds	432292	434043	+	LIHGCB_00411	648.0	1.1e-227	1.045	0.997	0.575	UniRef:UniRef50_O83425
contig_1	cds	434040	435302	+	LIHGCB_00412	771.0	2.9e-282	1.0	1.0	0.988	UniRef:UniRef50_O83426
contig_1	cds	435378	435683	-	LIHGCB_00413	-	-	-	-	-	-
contig_1	cds	435702	437600	-	LIHGCB_00414	-	-	-	-	-	-
contig_1	cds	437658	439058	+	LIHGCB_00415	907.0	0.0	1.0	1.0	0.994	UniRef:UniRef50_F7XSM5
contig_1	cds	439075	439599	+	LIHGCB_00416	-	-	-	-	-	-
contig_1	cds	439520	440881	-	LIHGCB_00417	483.0	5.3e-167	0.958	0.941	0.592	UniRef:UniRef50_A0A7X8CYC8
contig_1	cds	440874	442553	-	LIHGCB_00418	1107.0	0.0	1.0	1.0	0.984	UniRef:UniRef50_O83432
contig_1	cds	442607	443773	+	LIHGCB_00419	510.0	8.3e-180	0.992	0.946	0.629	UniRef:UniRef50_O83433
contig_1	cds	443770	444522	+	LIHGCB_00420	-	-	-	-	-	-
contig_1	cds	444707	446725	+	LIHGCB_00421	684.0	4.3e-239	0.964	0.917	0.531	UniRef:UniRef50_A0A1V5TBT7
contig_1	cds	446766	447734	+	LIHGCB_00422	-	-	-	-	-	-
contig_1	cds	447759	448565	+	LIHGCB_00423	-	-	-	-	-	-
contig_1	cds	448691	449305	+	LIHGCB_00424	-	-	-	-	-	-
contig_1	cds	449305	449850	+	LIHGCB_00425	-	-	-	-	-	-
contig_1	cds	449847	451616	+	LIHGCB_00426	689.0	5.4e-243	0.964	0.853	0.623	UniRef:UniRef50_Q6MAJ5
contig_1	cds	451620	452912	+	LIHGCB_00427	632.0	1.3e-225	1.0	0.833	0.723	UniRef:UniRef50_O51120
contig_1	cds	452924	453544	+	LIHGCB_00428	203.0	3.0e-64	0.951	0.848	0.541	UniRef:UniRef50_O83443
contig_1	cds	453541	455409	+	LIHGCB_00429	1209.0	0.0	1.0	1.0	0.989	UniRef:UniRef50_O83444
contig_1	cds	455446	455868	+	LIHGCB_00430	172.0	1.9e-54	1.036	0.967	0.628	UniRef:UniRef50_Q73M31
contig_1	cds	455902	456723	+	LIHGCB_00431	525.0	8.0e-190	1.0	1.0	0.993	UniRef:UniRef50_O83446
contig_1	cds	456784	457317	+	LIHGCB_00432	-	-	-	-	-	-
contig_1	cds	457372	459651	+	LIHGCB_00433	513.0	5.0e-170	1.0	1.0	1.0	UniRef:UniRef50_F7XSP3
contig_1	cds	459749	460219	-	LIHGCB_00434	309.0	5.1e-108	1.0	1.0	0.994	UniRef:UniRef50_P29722
contig_1	cds	460351	461433	-	LIHGCB_00435	685.0	3.8e-250	1.0	1.0	0.997	UniRef:UniRef50_A0A1V5T6X9
contig_1	cds	461399	461863	-	LIHGCB_00436	301.0	7.3e-105	1.0	0.875	0.974	UniRef:UniRef50_O83451
contig_1	cds	462004	462768	+	LIHGCB_00437	499.0	7.5e-180	1.0	0.944	0.996	UniRef:UniRef50_O83452
contig_1	cds	462894	463367	+	LIHGCB_00438	225.0	9.6e-75	0.975	0.905	0.680	UniRef:UniRef50_M2BJ49
contig_1	cds	463457	464608	+	LIHGCB_00439	-	-	-	-	-	-
contig_1	cds	464662	465522	+	LIHGCB_00440	-	-	-	-	-	-
contig_1	cds	465515	467236	+	LIHGCB_00441	1095.0	0.0	1.0	1.0	0.997	UniRef:UniRef50_O83456
contig_1	cds	467229	468032	+	LIHGCB_00442	507.0	1.4e-182	1.0	0.940	0.996	UniRef:UniRef50_Q73N56
contig_1	cds	468038	469066	+	LIHGCB_00443	-	-	-	-	-	-
contig_1	cds	469202	469831	+	LIHGCB_00444	-	-	-	-	-	-
contig_1	cds	469828	471087	+	LIHGCB_00445	810.0	2.2e-297	1.0	1.0	1.0	UniRef:UniRef50_Q73N90
contig_1	cds	471084	472208	+	LIHGCB_00446	723.0	9.2e-265	1.0	1.0	0.989	UniRef:UniRef50_O83461
contig_1	cds	472266	473348	+	LIHGCB_00447	439.0	1.0e-152	1.006	1.003	0.610	UniRef:UniRef50_O83462
contig_1	cds	473352	473942	+	LIHGCB_00448	-	-	-	-	-	-
contig_1	cds	474034	476130	+	LIHGCB_00449	761.0	5.1e-269	0.981	0.987	0.574	UniRef:UniRef50_O83464
contig_1	cds	476391	479855	+	LIHGCB_00450	1269.0	0.0	0.990	1.003	0.563	UniRef:UniRef50_O83466
contig_1	cds	479899	480705	+	LIHGCB_00451	499.0	1.8e-179	1.0	0.934	0.955	UniRef:UniRef50_O67998
contig_1	cds	480721	481071	+	LIHGCB_00452	-	-	-	-	-	-
contig_1	cds	481055	481744	-	LIHGCB_00453	-	-	-	-	-	-
contig_1	cds	481741	482715	-	LIHGCB_00454	360.0	2.4e-122	0.914	0.846	0.598	UniRef:UniRef50_Q73NR3
contig_1	cds	482802	484118	-	LIHGCB_00455	-	-	-	-	-	-
contig_1	cds	484270	485967	+	LIHGCB_00456	1117.0	0.0	1.0	0.953	1.0	UniRef:UniRef50_O83470
contig_1	cds	486058	486636	+	LIHGCB_00457	366.0	2.1e-129	1.0	1.0	1.0	UniRef:UniRef50_O83471
contig_1	cds	486599	487450	+	LIHGCB_00458	493.0	4.0e-177	0.936	1.0	0.996	UniRef:UniRef50_F7XSR8
contig_1	cds	487580	488200	+	LIHGCB_00459	-	-	-	-	-	-
contig_1	cds	488228	488617	+	LIHGCB_00460	213.0	2.0e-70	0.961	0.805	0.871	UniRef:UniRef50_O83474
contig_1	cds	488669	489940	+	LIHGCB_00461	582.0	4.9e-207	1.009	1.0	0.745	UniRef:UniRef50_O83475
contig_1	cds	489999	490751	-	LIHGCB_00462	493.0	8.7e-178	1.0	1.0	0.984	UniRef:UniRef50_O83477
contig_1	cds	490748	491545	-	LIHGCB_00463	-	-	-	-	-	-
contig_1	cds	491550	492620	-	LIHGCB_00464	-	-	-	-	-	-
contig_1	cds	492928	494880	-	LIHGCB_00465	924.0	0.0	1.0	0.991	0.980	UniRef:UniRef50_F7XSS5
contig_1	cds	494873	495718	-	LIHGCB_00466	-	-	-	-	-	-
contig_1	cds	495746	497119	+	LIHGCB_00467	777.0	4.2e-283	1.0	0.974	1.0	UniRef:UniRef50_O83484
contig_1	cds	497132	499207	-	LIHGCB_00468	1364.0	0.0	1.0	1.0	0.993	UniRef:UniRef50_O83485
contig_1	cds	499282	499908	-	LIHGCB_00469	-	-	-	-	-	-
contig_1	cds	499991	500728	-	LIHGCB_00470	336.0	1.1e-115	1.045	0.973	0.684	UniRef:UniRef50_Q3Z9B1
contig_1	cds	500869	502476	-	LIHGCB_00471	572.0	4.8e-199	1.004	0.939	0.574	UniRef:UniRef50_O83488
contig_1	cds	502540	503886	-	LIHGCB_00472	555.0	1.4e-195	0.993	0.961	0.620	UniRef:UniRef50_A0A0S7Y554
contig_1	cds	503975	504679	-	LIHGCB_00473	-	-	-	-	-	-
contig_1	cds	504740	506287	-	LIHGCB_00474	1041.0	0.0	1.0	1.0	0.992	UniRef:UniRef50_O83491
contig_1	cds	506359	506964	-	LIHGCB_00475	386.0	7.8e-137	1.0	0.897	0.945	UniRef:UniRef50_O83492
contig_1	cds	507146	507634	+	LIHGCB_00476	-	-	-	-	-	-
contig_1	cds	507666	509915	+	LIHGCB_00477	1381.0	0.0	1.0	0.965	0.995	UniRef:UniRef50_F7XST7
contig_1	cds	509982	511106	-	LIHGCB_00478	751.0	2.0e-275	1.0	0.928	1.0	UniRef:UniRef50_O83496
contig_1	cds	511093	513015	-	LIHGCB_00479	1225.0	0.0	1.0	0.954	0.977	UniRef:UniRef50_O83497
contig_1	cds	513002	514846	-	LIHGCB_00480	-	-	-	-	-	-
contig_1	cds	514843	516438	-	LIHGCB_00481	782.0	8.0e-283	1.0	1.0	1.0	UniRef:UniRef50_O83499
contig_1	cds	516527	518548	-	LIHGCB_00482	1288.0	0.0	1.0	0.909	0.999	UniRef:UniRef50_F7XSU2
contig_1	cds	518627	520936	+	LIHGCB_00483	1120.0	0.0	1.0	0.910	0.915	UniRef:UniRef50_S3LQU2
contig_1	tRNA	521049	521123	+	LIHGCB_00484	68.3	-	-	-	-	-
contig_1	tRNA	521133	521214	+	LIHGCB_00485	65.5	-	-	-	-	-
contig_1	cds	521396	522364	+	LIHGCB_00486	488.0	2.9e-173	1.0	1.0	0.686	UniRef:UniRef50_O83502
contig_1	cds	522361	522549	+	LIHGCB_00487	-	-	-	-	-	-
contig_1	cds	522556	523611	+	LIHGCB_00488	681.0	1.3e-248	1.0	1.0	1.0	UniRef:UniRef50_O83504
contig_1	cds	523615	525432	+	LIHGCB_00489	1198.0	0.0	1.0	1.0	0.993	UniRef:UniRef50_O83505
contig_1	cds	525432	527264	+	LIHGCB_00490	607.0	2.2e-209	1.013	0.850	0.545	UniRef:UniRef50_A0A098R2B9
contig_1	cds	527274	528095	+	LIHGCB_00491	-	-	-	-	-	-
contig_1	ncRNA	528116	528458	+	LIHGCB_00492	243.4	1.9e-32	-	-	-	RFAM:RF00010
contig_1	cds	528470	529414	+	LIHGCB_00493	608.0	5.7e-221	1.0	0.954	1.0	UniRef:UniRef50_O83509
contig_1	cds	529427	530461	+	LIHGCB_00494	361.0	2.1e-122	0.927	0.899	0.561	UniRef:UniRef50_A0A6N2UAA3
contig_1	cds	530466	531329	+	LIHGCB_00495	550.0	5.9e-199	1.0	1.0	1.0	UniRef:UniRef50_F7XSV0
contig_1	cds	531326	531832	+	LIHGCB_00496	-	-	-	-	-	-
contig_1	cds	531833	533707	+	LIHGCB_00497	696.0	1.0e-245	0.947	0.925	0.557	UniRef:UniRef50_H7EM86
contig_1	cds	533704	535005	+	LIHGCB_00498	436.0	2.1e-149	0.998	0.975	0.523	UniRef:UniRef50_U1FLW8
contig_1	cds	535031	535927	+	LIHGCB_00499	-	-	-	-	-	-
contig_1	cds	535927	536469	+	LIHGCB_00500	-	-	-	-	-	-
contig_1	cds	536600	537934	-	LIHGCB_00501	868.0	0.0	1.0	1.0	1.0	UniRef:UniRef50_F7XSV6
contig_1	tRNA	538294	538366	+	LIHGCB_00502	77.9	-	-	-	-	-
contig_1	tRNA	538426	538506	+	LIHGCB_00503	60.7	-	-	-	-	-
contig_1	tRNA	538517	538588	+	LIHGCB_00504	81.0	-	-	-	-	-
contig_1	cds	538669	539997	+	LIHGCB_00505	823.0	4.4e-302	1.0	1.0	0.995	UniRef:UniRef50_O83519
contig_1	cds	539990	540601	+	LIHGCB_00506	225.0	2.0e-73	0.951	0.985	0.549	UniRef:UniRef50_A0A1X9SQ81
contig_1	cds	540588	541835	+	LIHGCB_00507	456.0	8.3e-158	0.954	0.950	0.568	UniRef:UniRef50_A0A4Q3SQQ7
