#Annotated with Bakta v1.11.4, https://github.com/oschwengers/bakta
#Database v6.0, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
contig_1	815193	816152	-	LIHGCB_00753	34.3	8.9	PF00551.24|Formyl_trans_N, PF02911.23|Formyl_trans_C	PFAM:PF00551.24, PFAM:PF02911.23
contig_1	816685	816894	-	LIHGCB_00755	8.4	10.4		
contig_1	819028	819906	+	LIHGCB_00757	32.4	9.9		
contig_1	821179	822012	-	LIHGCB_00759	31.9	9.8		
contig_1	825468	826349	+	LIHGCB_00762	32.9	9.1		
contig_1	834631	835413	+	LIHGCB_00768	29.3	8.7		
contig_1	838310	838465	-	LIHGCB_00773	5.9	10.6		
contig_1	838462	839238	-	LIHGCB_00774	28.8	9.3		
contig_1	840490	841134	-	LIHGCB_00777	23.4	9.8	PF09335.16|VTT_dom	PFAM:PF09335.16
contig_1	843257	844207	-	LIHGCB_00779	34.1	9.1		
contig_1	845349	845519	+	LIHGCB_00781	6.2	11.5		
contig_1	845535	846134	+	LIHGCB_00782	22.5	9.0		
contig_1	848208	849098	+	LIHGCB_00786	33.7	7.8		
contig_1	849111	849887	-	LIHGCB_00787	29.1	9.0	PF17131.11|LolA_like	PFAM:PF17131.11
contig_1	853885	855504	+	LIHGCB_00790	63.2	9.7		
contig_1	858083	858874	-	LIHGCB_00793	27.6	7.7	PF03446.21|NAD_binding_2, PF14748.11|P5CR_dimer	PFAM:PF03446.21, PFAM:PF14748.11
contig_1	863221	863373	-	LIHGCB_00796	5.5	5.5		
contig_1	866040	867248	+	LIHGCB_00798	44.6	8.2	PF01368.27|DHH	PFAM:PF01368.27
contig_1	872238	872426	+	LIHGCB_00802	7.0	10.7		
contig_1	872720	873484	+	LIHGCB_00804	28.2	9.3	PF00035.32|dsrm	PFAM:PF00035.32
contig_1	874621	876072	+	LIHGCB_00806	53.2	8.9		
contig_1	876296	877318	-	LIHGCB_00807	38.7	9.5		
contig_1	879641	880285	-	LIHGCB_00810	23.5	7.7		
contig_1	889263	890225	+	LIHGCB_00819	35.3	5.7		
contig_1	892330	894099	-	LIHGCB_00823	67.1	6.5	PF03485.21|Arg_tRNA_synt_N, PF05746.21|DALR_1	PFAM:PF03485.21, PFAM:PF05746.21
contig_1	894122	894928	-	LIHGCB_00824	28.8	7.8	PF10646.14|Germane	PFAM:PF10646.14
contig_1	897120	899924	-	LIHGCB_00827	100.6	6.7	PF00023.36|Ank, PF12796.13|Ank_2, PF13606.12|Ank_3, PF13637.12|Ank_4, PF13857.12|Ank_5	PFAM:PF00023.36, PFAM:PF12796.13, PFAM:PF13606.12, PFAM:PF13637.12, PFAM:PF13857.12
contig_1	900065	900889	-	LIHGCB_00828	31.1	9.8		
contig_1	904603	905610	-	LIHGCB_00831	37.5	9.5	PF13349.12|DUF4097	PFAM:PF13349.12
contig_1	905715	907964	+	LIHGCB_00832	82.3	9.0	PF13646.12|HEAT_2	PFAM:PF13646.12
contig_1	912710	913243	-	LIHGCB_00837	19.9	9.4		
contig_1	913607	913942	-	LIHGCB_00839	12.5	5.1	PF06005.17|ZapB	PFAM:PF06005.17
contig_1	915298	917466	+	LIHGCB_00843	81.7	8.2	PF16314.11|DUF4954, PF20683.2|DUF6819	PFAM:PF16314.11, PFAM:PF20683.2
contig_1	930630	931367	+	LIHGCB_00850	25.8	11.2		
contig_1	931342	932097	+	LIHGCB_00851	27.3	9.7		SO:0001217, UniRef:UniRef50_F7XQV7
contig_1	934164	934295	-	LIHGCB_00853	4.5	9.5		
contig_1	934318	935085	-	LIHGCB_00854	27.5	7.6	PF00254.34|FKBP_C, PF01346.23|FKBP_N	PFAM:PF00254.34, PFAM:PF01346.23
contig_1	946513	947115	+	LIHGCB_00862	21.7	4.6		
contig_1	947112	947387	+	LIHGCB_00863	10.6	9.2		
contig_1	947881	948546	+	LIHGCB_00865	23.7	9.3		
contig_1	949661	950620	-	LIHGCB_00867	37.7	9.7		
contig_1	960374	961201	-	LIHGCB_00877	30.1	9.4		
contig_1	962283	962663	-	LIHGCB_00879	14.1	10.2		
contig_1	962660	965356	-	LIHGCB_00880	97.2	9.5	PF00009.33|GTP_EFTU, PF04760.21|IF2_N, PF11987.13|IF-2, PF22042.2|EF-G_D2	PFAM:PF00009.33, PFAM:PF04760.21, PFAM:PF11987.13, PFAM:PF22042.2
contig_1	965364	966821	-	LIHGCB_00881	54.7	4.5	PF08529.16|NusA_N, PF13184.12|KH_5	PFAM:PF08529.16, PFAM:PF13184.12
contig_1	966871	967341	-	LIHGCB_00882	16.7	9.3	PF02576.22|RimP_N, PF17384.8|DUF150_C	PFAM:PF02576.22, PFAM:PF17384.8
contig_1	967362	967496	-	LIHGCB_00883	4.8	7.8		
contig_1	967515	968537	-	LIHGCB_00884	38.4	6.4	PF01936.24|NYN, PF12872.13|OST-HTH	PFAM:PF01936.24, PFAM:PF12872.13
contig_1	968544	969071	-	LIHGCB_00885	19.2	9.2	PF03625.19|DUF302	PFAM:PF03625.19
contig_1	978976	979857	-	LIHGCB_00890	33.0	8.9	PF00561.26|Abhydrolase_1, PF12146.15|Hydrolase_4, PF12697.13|Abhydrolase_6	PFAM:PF00561.26, PFAM:PF12146.15, PFAM:PF12697.13
contig_1	979859	981457	+	LIHGCB_00891	57.9	6.8	PF02875.26|Mur_ligase_C, PF08245.18|Mur_ligase_M	PFAM:PF02875.26, PFAM:PF08245.18
contig_1	981664	982035	+	LIHGCB_00892	13.6	10.4		
contig_1	982337	982873	+	LIHGCB_00894	19.4	8.2	PF01782.24|RimM, PF24986.1|PRC_RimM	PFAM:PF01782.24, PFAM:PF24986.1
contig_1	984904	985155	+	LIHGCB_00898	9.0	8.7		
contig_1	986474	986854	+	LIHGCB_00900	14.6	9.3		
contig_1	986851	987033	+	LIHGCB_00901	6.9	9.9		
contig_1	987026	987412	+	LIHGCB_00902	14.6	9.1		
contig_1	990618	991043	-	LIHGCB_00905	14.9	11.6		
contig_1	995638	996690	+	LIHGCB_00909	37.9	8.6	PF12804.13|NTP_transf_3	PFAM:PF12804.13
contig_1	996634	997992	-	LIHGCB_00910	48.1	6.2	PF13860.12|FlgD_ig	PFAM:PF13860.12
contig_1	1001604	1003439	-	LIHGCB_00915	67.9	9.2	PF10502.14|Peptidase_S26	PFAM:PF10502.14
contig_1	1003613	1003825	+	LIHGCB_00916	8.0	6.9		
contig_1	1003979	1005448	+	LIHGCB_00917	54.5	6.2	PF13145.12|Rotamase_2	PFAM:PF13145.12
contig_1	1012925	1013935	-	LIHGCB_00924	38.0	9.1	PF00571.33|CBS, PF03471.22|CorC_HlyC	PFAM:PF00571.33, PFAM:PF03471.22
contig_1	1014170	1014805	-	LIHGCB_00925	22.8	8.5	PF00149.33|Metallophos, PF12850.12|Metallophos_2	PFAM:PF00149.33, PFAM:PF12850.12
contig_1	1014802	1015398	-	LIHGCB_00926	22.1	6.5		
contig_1	1015365	1015601	-	LIHGCB_00927	8.4	11.1		
contig_1	1020040	1020504	-	LIHGCB_00930	17.4	4.8		
contig_1	1023336	1023755	-	LIHGCB_00934	16.2	5.8		
contig_1	1024513	1025208	-	LIHGCB_00936	25.5	8.5	PF01424.28|R3H, PF07650.23|KH_2, PF13083.13|KH_KhpA-B, PF14804.11|Jag_N	PFAM:PF01424.28, PFAM:PF07650.23, PFAM:PF13083.13, PFAM:PF14804.11
contig_1	1027380	1027781	-	LIHGCB_00939	15.0	10.4		
contig_1	1030458	1031894	-	LIHGCB_00943	54.8	8.9	PF00515.34|TPR_1, PF03704.23|BTAD, PF07719.23|TPR_2, PF12895.13|ANAPC3, PF13174.12|TPR_6, PF13176.12|TPR_7, PF13181.12|TPR_8, PF13371.12|TPR_9, PF13374.12|TPR_10, PF13414.12|TPR_11, PF13424.12|TPR_12, PF13428.12|TPR_14, PF13431.12|TPR_17, PF13432.12|TPR_16, PF14559.12|TPR_19, PF23914.1|TPR_CcmH_CycH, PF25058.1|ARM_TT21, PF25060.1|ARM_TT21_2nd	PFAM:PF00515.34, PFAM:PF03704.23, PFAM:PF07719.23, PFAM:PF12895.13, PFAM:PF13174.12, PFAM:PF13176.12, PFAM:PF13181.12, PFAM:PF13371.12, PFAM:PF13374.12, PFAM:PF13414.12, PFAM:PF13424.12, PFAM:PF13428.12, PFAM:PF13431.12, PFAM:PF13432.12, PFAM:PF14559.12, PFAM:PF23914.1, PFAM:PF25058.1, PFAM:PF25060.1
contig_1	1032044	1032337	+	LIHGCB_00944	11.2	4.7		
contig_1	1036422	1036811	-	LIHGCB_00948	13.8	6.7		
contig_1	1038594	1039826	-	LIHGCB_00951	44.7	8.5	PF02687.27|FtsX, PF12704.14|MacB_PCD	PFAM:PF02687.27, PFAM:PF12704.14
contig_1	1051651	1053312	+	LIHGCB_00961	61.2	6.5	PF01409.25|tRNA-synt_2d	PFAM:PF01409.25
contig_1	1053364	1053642	-	LIHGCB_00962	10.1	5.0		
contig_1	1058306	1059361	+	LIHGCB_00968	38.5	7.6	PF01207.24|Dus	PFAM:PF01207.24
contig_1	1061258	1061932	+	LIHGCB_00971	25.7	9.8		
contig_1	1066813	1067196	-	LIHGCB_00975	14.1	9.0		
contig_1	1072020	1072166	+	LIHGCB_00979	5.1	4.1	PF00301.25|Rubredoxin	PFAM:PF00301.25
contig_1	1072200	1072487	+	LIHGCB_00980	10.1	9.2		
contig_1	1073938	1074753	+	LIHGCB_00983	29.7	6.6	PF01026.27|TatD_DNase	PFAM:PF01026.27, SO:0001217, UniRef:UniRef50_O83959
contig_1	1079795	1081183	-	LIHGCB_00987	49.8	9.3		
contig_1	1081369	1083768	+	LIHGCB_00988	86.6	5.6	PF01580.24|FtsK_SpoIIIE, PF09397.16|FtsK_gamma, PF17854.6|FtsK_alpha	PFAM:PF01580.24, PFAM:PF09397.16, PFAM:PF17854.6
contig_1	1084757	1085995	-	LIHGCB_00990	45.7	7.6		
contig_1	1086905	1087852	+	LIHGCB_00992	34.7	10.4		
contig_1	1088554	1090272	-	LIHGCB_00994	62.5	6.1	PF00004.35|AAA, PF05496.18|RuvB_N, PF07728.20|AAA_5, PF13177.12|DNA_pol3_delta2, PF22608.2|DNAX_ATPase_lid	PFAM:PF00004.35, PFAM:PF05496.18, PFAM:PF07728.20, PFAM:PF13177.12, PFAM:PF22608.2
contig_1	1097719	1098327	-	LIHGCB_01000	22.2	8.3	PF01195.25|Pept_tRNA_hydro	PFAM:PF01195.25
contig_1	1098362	1099252	-	LIHGCB_01001	33.2	9.6	PF04542.20|Sigma70_r2, PF04545.22|Sigma70_r4	PFAM:PF04542.20, PFAM:PF04545.22
contig_1	1099502	1099768	+	LIHGCB_01002	9.5	6.1	PF00166.26|Cpn10	PFAM:PF00166.26
contig_1	1099779	1101713	-	LIHGCB_01003	71.2	9.6		
contig_1	1106784	1107227	+	LIHGCB_01008	16.0	5.0		
contig_1	1111749	1112447	-	LIHGCB_01012	26.1	8.7	PF02631.22|RecX_HTH2, PF21982.2|RecX_HTH1	PFAM:PF02631.22, PFAM:PF21982.2
contig_1	1113231	1113473	-	LIHGCB_01015	8.3	9.2		
contig_1	1122797	1123822	+	LIHGCB_01023	35.6	10.1		
contig_1	1126843	1129221	+	LIHGCB_01025	84.1	8.5	PF00403.32|HMA, PF00702.32|Hydrolase	PFAM:PF00403.32, PFAM:PF00702.32
